"gene","logFC","SE","statistic","P_value","FDR","mean_expression","AveExpr","t","P.Value","adj.P.Val","B"
"CA3",-0.142396062860082,0.460259420893458,-0.311463529272786,0.758534046150346,0.890607476207255,2.82523749490741,2.82523749490741,-0.311463529272786,0.758534046150346,0.890607476207255,-4.61712708555256
"JADE3",-0.116133453086419,0.418388569745994,-0.273084725850593,0.787468511865766,0.906291541830279,4.60970276049383,4.60970276049383,-0.273084725850593,0.787468511865766,0.906291541830279,-4.6176828635913
"GCHFR",-0.00337055329218087,0.627547855115898,-0.00571083417182823,0.995497602533411,0.998683683108071,5.50784328297325,5.50784328297325,-0.00571083417182823,0.995497602533411,0.998683683108071,-4.61953792054058
"ICT1",-0.63532944275916,0.61770242172503,-1.09126152969385,0.287579865401564,0.64244007646036,7.05429939284734,7.05429939284734,-1.09126152969385,0.287579865401564,0.64244007646036,-4.59136712476058
"PCSK2",0.868942501337448,0.720759791502342,1.30324437976238,0.206667665894255,0.624223528415956,3.916303605607,3.916303605607,1.30324437976238,0.206667665894255,0.624223528415956,-4.58024172989939
"MTERF1",-0.0358069830761314,0.207058033503022,-0.125918978636947,0.90098757892537,0.960618677455947,6.56957589189815,6.56957589189815,-0.125918978636947,0.90098757892537,0.960618677455947,-4.61914325186653
"TLE4",0.0525770446969707,0.235632306820607,0.174819517223719,0.862887249199613,0.942097503195709,6.06983425398896,6.06983425398896,0.174819517223719,0.862887249199613,0.942097503195709,-4.61877695354999
"PEX1",-0.375014643797765,0.697851917487802,-0.578880856490504,0.568856919432808,0.792241376391363,5.59563818907995,5.59563818907995,-0.578880856490504,0.568856919432808,0.792241376391363,-4.61129931872558
"BAIAP3",0.927770074319028,0.635154363557582,1.55561617518355,0.134814063103409,0.624223528415956,6.52082290475211,6.52082290475211,1.55561617518355,0.134814063103409,0.624223528415956,-4.5652437040603
"GMDS",-0.60723669228395,0.382128159085339,-1.52370396296624,0.142502164383256,0.624223528415956,6.43107069891975,6.43107069891975,-1.52370396296624,0.142502164383256,0.624223528415956,-4.56721978288188
"ZNF646",0.642185272633745,0.698221173891025,0.990825530524647,0.333104958166749,0.661535369477115,6.06156654886831,6.06156654886831,0.990825530524647,0.333104958166749,0.661535369477115,-4.59609722571488
"TAOK2",-0.023681813888889,0.292593370342398,-0.0703697835875651,0.944561703126007,0.976899404745767,5.42169546610082,5.42169546610082,-0.0703697835875651,0.944561703126007,0.976899404745767,-4.61941515821002
"PDPN",0.206787445928866,0.309749440265879,0.594258160112211,0.558654840987904,0.7862102535802,5.39447375362287,5.39447375362287,0.594258160112211,0.558654840987904,0.7862102535802,-4.61086552882095
"MGMT",0.407068934729571,0.450533281317927,0.905190412531298,0.375682341664636,0.683701094598773,6.50509243417842,6.50509243417842,0.905190412531298,0.375682341664636,0.683701094598773,-4.5998312221045
"UGCG",-0.530476872325102,0.58564658681217,-0.953655768147847,0.351159193460965,0.671386880232311,6.63526474665638,6.63526474665638,-0.953655768147847,0.351159193460965,0.671386880232311,-4.5977526791969
"ARHGAP25",-0.60783281925338,0.694027750848415,-0.942852896859754,0.356529094818439,0.67419122948696,6.86164137567607,6.86164137567607,-0.942852896859754,0.356529094818439,0.67419122948696,-4.59822389563956
"HUS1",-0.456728586996028,0.415839790732866,-1.07885159850248,0.292948944871778,0.643046644242124,6.26258812398234,6.26258812398234,-1.07885159850248,0.292948944871778,0.643046644242124,-4.59197137178374
"MSLN",0.381305671656378,0.283983985073151,1.15233967944058,0.262064164941792,0.633789665891547,4.09362463855453,4.09362463855453,1.15233967944058,0.262064164941792,0.633789665891547,-4.58831065696095
"PLK4",0.336455436831276,0.269032619551572,1.0472075157872,0.306846381257168,0.650683774868836,4.2816741744856,4.2816741744856,1.0472075157872,0.306846381257168,0.650683774868836,-4.5934863794853
"NEURL1",0.631618849878414,0.494226668290488,1.30616106388317,0.205692053653716,0.624223528415956,5.01222763750935,5.01222763750935,1.30616106388317,0.205692053653716,0.624223528415956,-4.58007863490807
"LCK",0.60580804366549,0.269243756303705,1.88477326937413,0.0733028413358186,0.624223528415956,4.75004638306143,4.75004638306143,1.88477326937413,0.0733028413358186,0.624223528415956,-4.54337773205695
"EEF1A1",-1.14467302111428,0.757159950643637,-1.64239057268986,0.115472155824786,0.624223528415956,11.7137738413976,11.7137738413976,-1.64239057268986,0.115472155824786,0.624223528415956,-4.55971414166354
"ZFYVE9",-0.0474404085390943,0.343825598155906,-0.127720653783958,0.899578877783506,0.95983292896121,6.5828607188786,6.5828607188786,-0.127720653783958,0.899578877783506,0.95983292896121,-4.61913186218178
"AOC3",-2.00079097641093,0.756228250186388,-2.87395418691253,0.00911330996182444,0.624223528415956,7.04822347225897,7.04822347225897,-2.87395418691253,0.00911330996182444,0.624223528415956,-4.47069616524494
"MUC4",0.935750377469136,0.403561041445157,2.25909451536729,0.0346693547930619,0.624223528415956,4.19025970190329,4.19025970190329,2.25909451536729,0.0346693547930619,0.624223528415956,-4.51659455471663
"PTGER4",0.348407593930041,0.39740453394384,0.850463877262311,0.404681483562662,0.700637897752567,6.18216174099794,6.18216174099794,0.850463877262311,0.404681483562662,0.700637897752567,-4.60206722997275
"SAP30",-0.0647852754997057,0.277013035729954,-0.198491864057747,0.844559348413386,0.933615080417675,6.40083733023956,6.40083733023956,-0.198491864057747,0.844559348413386,0.933615080417675,-4.61855708019257
"BTRC",-0.211030410640799,0.187156848334557,-0.770998068967411,0.449251928406812,0.729021880582847,5.88065286571135,5.88065286571135,-0.770998068967411,0.449251928406812,0.729021880582847,-4.605097839121
"ATG4B",-0.165072785905349,0.251200986048622,-0.532229069710561,0.600124758316136,0.810160012060254,6.42035801980453,6.42035801980453,-0.532229069710561,0.600124758316136,0.810160012060254,-4.61255947434329
"GJA4",-0.406254155443322,0.363596132722619,-1.05433957948355,0.303668276794288,0.647797331738322,6.51693471836887,6.51693471836887,-1.05433957948355,0.303668276794288,0.647797331738322,-4.59314790240385
"EEF1E1",-0.76235482013655,0.534425753747781,-1.47954125141447,0.153912959667872,0.624223528415956,6.60090956102226,6.60090956102226,-1.47954125141447,0.153912959667872,0.624223528415956,-4.56994372030408
"RPS6KA2",0.0297451454732516,0.208504158372327,0.104308546688401,0.917909156104177,0.966829126608624,7.79215692078189,7.79215692078189,0.104308546688401,0.917909156104177,0.966829126608624,-4.61926728788486
"BCL3",0.468039699228396,0.255169465031909,1.49725130159803,0.149131127408842,0.624223528415956,6.575180463143,6.575180463143,1.49725130159803,0.149131127408842,0.624223528415956,-4.56883748023606
"DDX6",-1.6843009590535,1.25324830740576,-1.50689711297923,0.14680485856554,0.624223528415956,7.93179725020576,7.93179725020576,-1.50689711297923,0.14680485856554,0.624223528415956,-4.56827028741479
"TRIM3",0.316194170417135,0.261600890988242,0.998709573264977,0.329246096906964,0.660309598507595,5.46022816607277,5.46022816607277,0.998709573264977,0.329246096906964,0.660309598507595,-4.59573963892188
"IL10RA",-0.18581632983539,0.883751589687899,-0.231407365801112,0.819249010587522,0.92138914697246,7.49073490298354,7.49073490298354,-0.231407365801112,0.819249010587522,0.92138914697246,-4.61820480611888
"SOX11",0.233863702951884,0.419009885380432,0.549319652461259,0.588608392987497,0.803916418312024,3.43094267812203,3.43094267812203,0.549319652461259,0.588608392987497,0.803916418312024,-4.61210794518506
"RAMP1",-0.15712622505144,0.39765924431261,-0.383368956690866,0.705308348215396,0.864865472977707,7.73520668891461,7.73520668891461,-0.383368956690866,0.705308348215396,0.864865472977707,-4.61589386456756
"MLLT3",-0.306262416820987,0.399996734142844,-0.744119674197695,0.465070893769956,0.738870135765944,5.21382174555041,5.21382174555041,-0.744119674197695,0.465070893769956,0.738870135765944,-4.60606031028725
"PRH1-PRR4",0.0424229673133451,0.704377077706534,0.0649452502029644,0.948834837963235,0.979132594837309,5.64561947416226,5.64561947416226,0.0649452502029644,0.948834837963235,0.979132594837309,-4.61943342428873
"CPS1",0.643804348936901,0.50541056626989,1.30764302153079,0.205197725649903,0.624223528415956,4.8610904465192,4.8610904465192,1.30764302153079,0.205197725649903,0.624223528415956,-4.57999566842066
"GAS8",0.94996483787478,0.507872436694993,1.92193468926336,0.0683543216769712,0.624223528415956,6.54066211244121,6.54066211244121,1.92193468926336,0.0683543216769712,0.624223528415956,-4.54086764467619
"C11orf80",0.329111952065528,0.360392517814252,0.859197873126717,0.399898259707787,0.697868372369879,5.86788927592988,5.86788927592988,0.859197873126717,0.399898259707787,0.697868372369879,-4.60171981580592
"SASH3",-0.135111110479798,0.406353727908194,-0.324563402222432,0.748732794227769,0.885606025062662,6.85416284347409,6.85416284347409,-0.324563402222432,0.748732794227769,0.885606025062662,-4.61692114035594
"TLR2",-1.36525499207819,0.706448654310829,-2.08460778882353,0.0495619829393781,0.624223528415956,8.43213344429012,8.43213344429012,-2.08460778882353,0.0495619829393781,0.624223528415956,-4.52932862842416
"CTNS",-0.302607679820693,0.317408423705516,-0.856837617437031,0.401156932382815,0.698681813848187,6.0482417263301,6.0482417263301,-0.856837617437031,0.401156932382815,0.698681813848187,-4.60181471834133
"INHBA",-0.438328780246912,0.636477336353695,-0.733630171704264,0.471324883447658,0.741632117562337,7.2307178691358,7.2307178691358,-0.733630171704264,0.471324883447658,0.741632117562337,-4.60642777384546
"RASSF7",0.152723083744857,0.287430595821311,0.458428566938567,0.651328926643083,0.835143488227119,5.9681186899177,5.9681186899177,0.458428566938567,0.651328926643083,0.835143488227119,-4.61434347569449
"SLC10A3",0.243426362757203,0.289903937061282,0.727155654295181,0.475117974947766,0.743221481285978,6.97928051255144,6.97928051255144,0.727155654295181,0.475117974947766,0.743221481285978,-4.60665540989072
"VAMP5",-0.02672651893004,0.402640317359026,-0.0646302522612273,0.949081468995008,0.979142686596223,7.43562876738683,7.43562876738683,-0.0646302522612273,0.949081468995008,0.979142686596223,-4.61943445224794
"BNIP1",0.258569741243838,0.229432208998896,0.870326850851417,0.393910923428996,0.694953022607085,5.47504269449023,5.47504269449023,0.870326850851417,0.393910923428996,0.694953022607085,-4.60127129895214
"TCF21",0.031896826866549,0.166376956704094,0.121122655790886,0.90473936538134,0.961748310663143,3.2635382930629,3.2635382930629,0.121122655790886,0.90473936538134,0.961748310663143,-4.61917278636562
"TNFRSF11B",-0.778812939197529,0.764118569561162,-1.10824286255752,0.280348969326412,0.638961691885654,8.5449206587963,8.5449206587963,-1.10824286255752,0.280348969326412,0.638961691885654,-4.59053147477889
"HPN",1.05939645900658,0.665205598495448,1.70601814886328,0.10282392336947,0.624223528415956,5.39238081530576,5.39238081530576,1.70601814886328,0.10282392336947,0.624223528415956,-4.55555451656002
"PTPN2",-0.996305630144033,0.441278501161049,-2.25090784074133,0.0352856126493381,0.624223528415956,6.37493150540123,6.37493150540123,-2.25090784074133,0.0352856126493381,0.624223528415956,-4.51722556620216
"MAP4K2",0.752346116992457,0.351981000487007,1.99487996174996,0.0591337168185811,0.624223528415956,5.22087402442558,5.22087402442558,1.99487996174996,0.0591337168185811,0.624223528415956,-4.53564808881887
"ZNF274",-0.88733183611111,0.626791971091876,-1.50500310217144,0.147288167876815,0.624223528415956,5.64357741219136,5.64357741219136,-1.50500310217144,0.147288167876815,0.624223528415956,-4.5683867619903
"PLN",-1.60456496532922,0.94417434888205,-1.8788474939928,0.0742859849283517,0.624223528415956,7.88990674151235,7.88990674151235,-1.8788474939928,0.0742859849283517,0.624223528415956,-4.54386182532131
"ALDH3B2",0.284544753600823,0.390110467806963,0.703756739571722,0.48932452843324,0.750129619867242,3.38926476208848,3.38926476208848,0.703756739571722,0.48932452843324,0.750129619867242,-4.60745113467624
"PTPRG",-0.406682827478934,0.682751600226661,-0.640053590680172,0.529093165356428,0.769957453893268,7.29791262519351,7.29791262519351,-0.640053590680172,0.529093165356428,0.769957453893268,-4.60950034676336
"PTPRN",0.799723652623458,0.695307935085572,1.23848121869082,0.229269399850984,0.628423036804415,5.42047985604424,5.42047985604424,1.23848121869082,0.229269399850984,0.628423036804415,-4.5837957030583
"TOP3A",0.369760405188125,0.332408805498144,1.01728740764915,0.320534507830842,0.656130104325321,6.28978271767343,6.28978271767343,1.01728740764915,0.320534507830842,0.656130104325321,-4.59488680004535
"FST",-0.161896440968547,0.430356704400607,-0.372764715643645,0.713077439382759,0.868324602934177,5.34070208892931,5.34070208892931,-0.372764715643645,0.713077439382759,0.868324602934177,-4.61609108502961
