"gene","logFC","SE","statistic","P_value","FDR","mean_expression","AveExpr","t","P.Value","adj.P.Val","B"
"FSTL4",0.808801422839506,0.697632368931686,1.24883271594297,0.22553486518337,0.628119136469371,3.56305234927984,3.56305234927984,1.24883271594297,0.22553486518337,0.628119136469371,-4.58323644933108
"SLC9A7",0.118875383230453,0.468164771827714,0.256590453321858,0.800004040395451,0.911438554337383,4.76588058719136,4.76588058719136,0.256590453321858,0.800004040395451,0.911438554337383,-4.6178996151866
"RP11-119F7.5",0.924329815004748,0.872748094932348,1.16455960431969,0.257319509243688,0.633789665891547,5.1574044788145,5.1574044788145,1.16455960431969,0.257319509243688,0.633789665891547,-4.58768857723263
"214863_at",0.662316548971194,0.39352960625749,1.6280679672655,0.118451595243114,0.624223528415956,5.284575775,5.284575775,1.6280679672655,0.118451595243114,0.624223528415956,-4.56062778888995
"DOT1L",0.67123949154909,0.365081719691174,1.73732236648786,0.0969315262433429,0.624223528415956,5.83870611849647,5.83870611849647,1.73732236648786,0.0969315262433429,0.624223528415956,-4.55343698978408
"PIWIL1",1.05987943873457,0.900465805166185,1.29716016062321,0.208714394672845,0.624223528415956,3.99217627440844,3.99217627440844,1.29716016062321,0.208714394672845,0.624223528415956,-4.5805811174371
"LOC100287590",0.60108432736002,0.452049074936405,1.33317023474455,0.196827542102836,0.624223528415956,5.93887929320676,5.93887929320676,1.33317023474455,0.196827542102836,0.624223528415956,-4.57855621464075
"LRP5L",-0.325628493724279,0.437113870068625,-0.740993104521845,0.466942779800907,0.739735409858608,5.06591710138889,5.06591710138889,-0.740993104521845,0.466942779800907,0.739735409858608,-4.60616989587197
"TUBGCP5",-0.074990757355967,0.508463290880621,-0.151576048304855,0.880975019383,0.952380408712551,5.60870224704218,5.60870224704218,-0.151576048304855,0.880975019383,0.952380408712551,-4.61896559779615
"CDKAL1",0.9172129633824,0.583096340856687,1.65501808597154,0.112862315074147,0.624223528415956,4.87848356234172,4.87848356234172,1.65501808597154,0.112862315074147,0.624223528415956,-4.55889542672306
"LOC101929740",0.205420321090536,0.33125511516798,0.566399114531615,0.577095030916675,0.79641789615302,5.02637678595679,5.02637678595679,0.566399114531615,0.577095030916675,0.79641789615302,-4.61164806512533
"KAT8",-0.127094318518518,0.248049308586877,-0.41234249263416,0.684245704220231,0.853977366372861,5.29851158559671,5.29851158559671,-0.41234249263416,0.684245704220231,0.853977366372861,-4.61532779609377
"FAM149A",-0.590111445669659,0.41267765677519,-1.40178525720363,0.175657470904793,0.624223528415956,5.75146896348204,5.75146896348204,-1.40178525720363,0.175657470904793,0.624223528415956,-4.57459287850884
"LINC01314",0.403112038521458,0.240008188836223,1.32881672352179,0.198093564510444,0.624223528415956,3.73187731926073,3.73187731926073,1.32881672352179,0.198093564510444,0.624223528415956,-4.5787905679565
"214897_at",-0.215801644620811,0.2576921042743,-0.686908117549011,0.499617495509317,0.756044148285643,2.67501036390359,2.67501036390359,-0.686908117549011,0.499617495509317,0.756044148285643,-4.60801249766937
"ZNF780B",-0.219499200999411,0.617287373987718,-0.377237068452376,0.709801076372883,0.867386263601482,4.62110210305703,4.62110210305703,-0.377237068452376,0.709801076372883,0.867386263601482,-4.61600840994554
"ZNF8",0.342169285890653,0.326267745047766,0.95249466040168,0.351625560686182,0.671509430815941,5.74903980656967,5.74903980656967,0.95249466040168,0.351625560686182,0.671509430815941,-4.59780463728876
"SYT2",0.384980846942975,0.501044476127597,0.787425264705802,0.439872736525253,0.723224435829021,5.83700037308201,5.83700037308201,0.787425264705802,0.439872736525253,0.723224435829021,-4.604490599664
"ZNF41",0.964738047222222,0.438880621410889,2.18863273146491,0.04012286575643,0.624223528415956,4.93175025149177,4.93175025149177,2.18863273146491,0.04012286575643,0.624223528415956,-4.5217878602661
"CEACAM21",0.205088379982364,0.337923442104943,0.558351276831343,0.582478737918068,0.800138308605198,3.99747553237801,3.99747553237801,0.558351276831343,0.582478737918068,0.800138308605198,-4.61186754169322
"214912_at",0.229755858950617,0.369155802215854,0.590231272305325,0.561317733253693,0.787535887698127,2.60999509254115,2.60999509254115,0.590231272305325,0.561317733253693,0.787535887698127,-4.61098014976875
"ADAMTS3",-0.541473164050558,0.414924858921296,-1.28111073358461,0.214189015403258,0.624223528415956,4.69837469060847,4.69837469060847,-1.28111073358461,0.214189015403258,0.624223528415956,-4.58147096288073
"FAM13C",0.344120820884774,0.472665429666228,0.73723214782477,0.469178105345457,0.741059761407342,3.05896545992798,3.05896545992798,0.73723214782477,0.469178105345457,0.741059761407342,-4.60630190879619
"ZNF362",0.753458013888889,0.596078766838066,1.33431862381829,0.196457388349312,0.624223528415956,4.99274650437243,4.99274650437243,1.33431862381829,0.196457388349312,0.624223528415956,-4.57849100280297
"KCNMA1",-0.609627406481481,0.420743313081488,-1.42756437451583,0.168190239393416,0.624223528415956,6.43000852515432,6.43000852515432,-1.42756437451583,0.168190239393416,0.624223528415956,-4.57306955433011
"ZNF484",-0.467221230335097,0.190047587429189,-1.69765154597511,0.104268029221124,0.624223528415956,6.00138370335097,6.00138370335097,-1.69765154597511,0.104268029221124,0.624223528415956,-4.55605969633776
"SLITRK5",-0.231826613521457,0.524476310762612,-0.456912055766666,0.652448056917068,0.835351199429888,3.32638159441505,3.32638159441505,-0.456912055766666,0.652448056917068,0.835351199429888,-4.61437559432134
"IL4I1",1.39267966069959,0.861923816822998,1.77500024192912,0.0904659396927533,0.624223528415956,6.0027508287037,6.0027508287037,1.77500024192912,0.0904659396927533,0.624223528415956,-4.5509527466357
"LRCH1",0.000805065277777728,0.554055840940046,0.00151641284321949,0.998804460209546,0.999549155241466,4.90364990686728,4.90364990686728,0.00151641284321949,0.998804460209546,0.999549155241466,-4.61953867756083
"SMG6",0.353814190579071,0.486259069323221,0.741213347606866,0.466812075008571,0.739735409858608,5.6078591954953,5.6078591954953,0.741213347606866,0.466812075008571,0.739735409858608,-4.60616214640104
"RBM34",-0.571067555555555,0.367622209458099,-1.47117392306793,0.156030334849308,0.624223528415956,3.94290943353909,3.94290943353909,-1.47117392306793,0.156030334849308,0.624223528415956,-4.5704344999127
"FAM105A",0.535953360082305,0.386043739624,1.33527816995676,0.196084512437124,0.624223528415956,4.81144901337449,4.81144901337449,1.33527816995676,0.196084512437124,0.624223528415956,-4.57843069221412
"214949_at",0.0216024085390951,0.770714732519625,0.0305015777514351,0.975956454898083,0.991066587865564,5.60328385447531,5.60328385447531,0.0305015777514351,0.975956454898083,0.991066587865564,-4.61951550285758
"214950_at",-0.0767952098765425,0.54581801851934,-0.146464242188558,0.884958570516093,0.954208648815609,5.28784208487654,5.28784208487654,-0.146464242188558,0.884958570516093,0.954208648815609,-4.61900356528114
"SLC26A10",-0.517831218547913,0.298529644750326,-1.52096487663045,0.143106511061601,0.624223528415956,6.22152011654909,6.22152011654909,-1.52096487663045,0.143106511061601,0.624223528415956,-4.567375159673
"SUSD5",-1.91100408276749,1.06169447295838,-2.00347626336763,0.058263061214238,0.624223528415956,6.86435747481996,6.86435747481996,-2.00347626336763,0.058263061214238,0.624223528415956,-4.53512679223569
"TMPRSS6",1.20664930172919,0.525180372054901,2.37560185121025,0.0271679145794565,0.624223528415956,5.41356687120331,5.41356687120331,2.37560185121025,0.0271679145794565,0.624223528415956,-4.50800600175402
"ACTL8",1.46927135964874,0.659392444048424,2.3843638636126,0.0266680044108735,0.624223528415956,5.6035642344246,5.6035642344246,2.3843638636126,0.0266680044108735,0.624223528415956,-4.5073546894496
"MTUS2",-0.624458311213991,0.639774559717684,-1.0404703246287,0.310009831099876,0.653428609431621,4.57856292103909,4.57856292103909,-1.0404703246287,0.310009831099876,0.653428609431621,-4.59380522557496
"214964_at",0.669880808333332,0.541078902550313,1.28686336992611,0.212214086376134,0.624223528415956,6.54225063122428,6.54225063122428,1.28686336992611,0.212214086376134,0.624223528415956,-4.58115292068
"SPATA2L",0.829009194341563,0.433259384248374,1.89914711679277,0.071437322168621,0.624223528415956,8.36159366507202,8.36159366507202,1.89914711679277,0.071437322168621,0.624223528415956,-4.5424547574748
"GRIK5",1.07143600603567,0.761647103610489,1.52911858341291,0.141231094633446,0.624223528415956,6.19704142033608,6.19704142033608,1.52911858341291,0.141231094633446,0.624223528415956,-4.5668970527418
"214967_at",-1.34169554490741,0.775275336918222,-1.88429872372444,0.0735113878015325,0.624223528415956,5.19524164462449,5.19524164462449,-1.88429872372444,0.0735113878015325,0.624223528415956,-4.54348461145389
"DDX51",0.529422661765138,0.655482939183634,0.863645338006425,0.397586819203213,0.697106385654823,4.86203922333554,4.86203922333554,0.863645338006425,0.397586819203213,0.697106385654823,-4.60153921438951
"214977_at",1.08841042659465,0.555791044846192,2.04477769005434,0.0536763080426095,0.624223528415956,6.63411176828704,6.63411176828704,2.04477769005434,0.0536763080426095,0.624223528415956,-4.53218510826908
"PPFIA4",0.0332696632636917,0.4797314549268,0.0704476501408913,0.944507152486653,0.976899404745767,5.30560516198164,5.30560516198164,0.0704476501408913,0.944507152486653,0.976899404745767,-4.61941482805149
"214979_at",0.281955091549088,0.444242595385631,0.633766249772116,0.533109187321072,0.773436662241092,4.52489616953998,4.52489616953998,0.633766249772116,0.533109187321072,0.773436662241092,-4.60969298117153
"TTTY15",0.781245749088772,0.491050009428335,1.62392515653727,0.119380065929901,0.624223528415956,4.76179717814521,4.76179717814521,1.62392515653727,0.119380065929901,0.624223528415956,-4.56090510045031
"214989_x_at",0.309934432561729,0.446607527476621,0.693835540556634,0.49542602843606,0.753737425991838,6.28685671674383,6.28685671674383,0.693835540556634,0.49542602843606,0.753737425991838,-4.60778113224639
"ASPHD1",0.0318043063271606,0.611591216122148,0.0550975268930508,0.956584113670992,0.982466161740705,5.67130374632202,5.67130374632202,0.0550975268930508,0.956584113670992,0.982466161740705,-4.61946293556494
"APOBEC3F",-0.0779009582745437,0.235812771030447,-0.258929657484454,0.798197518367151,0.910962311107755,5.79793956386684,5.79793956386684,-0.258929657484454,0.798197518367151,0.910962311107755,-4.61787040040797
"214996_at",0.582415321879287,0.488128221998064,1.21639881548399,0.237393610901376,0.62844080823045,5.27233154883402,5.27233154883402,1.21639881548399,0.237393610901376,0.62844080823045,-4.58497729131689
"SCAI",0.933162780246913,0.719768345663774,1.40128664686162,0.175804475215565,0.624223528415956,5.22810463703704,5.22810463703704,1.40128664686162,0.175804475215565,0.624223528415956,-4.57462216128281
"LOC101929910",0.395067969084362,0.431301453441033,0.90814045965749,0.374157885214461,0.683111469197652,7.23167818356481,7.23167818356481,0.90814045965749,0.374157885214461,0.683111469197652,-4.59970733039997
"DGCR9",0.138025491975309,0.363327211122683,0.358388285306802,0.723618263428244,0.873956670283676,4.28251901759259,4.28251901759259,0.358388285306802,0.723618263428244,0.873956670283676,-4.61635137363783
"NECAB2",0.966912396141975,0.461530046340624,2.11040955746733,0.0470503850276937,0.624223528415956,4.74399252888375,4.74399252888375,2.11040955746733,0.0470503850276937,0.624223528415956,-4.52746862323257
"215006_at",0.875424847736626,0.647482566637498,1.44348816527328,0.163706859283474,0.624223528415956,4.41033924074074,4.41033924074074,1.44348816527328,0.163706859283474,0.624223528415956,-4.57211954849867
"THAP9-AS1",-1.07621798014403,0.530318007921403,-2.10196901168472,0.047859085510787,0.624223528415956,7.47816177083333,7.47816177083333,-2.10196901168472,0.047859085510787,0.624223528415956,-4.52807788650952
"BRSK2",1.09797105919067,0.670346756708294,1.75620718333561,0.0936989590664339,0.624223528415956,4.78097370915638,4.78097370915638,1.75620718333561,0.0936989590664339,0.624223528415956,-4.55221547816699
"SNHG3",-0.146795502520576,0.360831635462758,-0.38292500998238,0.705610370186401,0.865002280335748,4.93921320444959,4.93921320444959,-0.38292500998238,0.705610370186401,0.865002280335748,-4.61590306055111
"CCDC64",0.908287283384774,0.694275279466361,1.40846353494462,0.173697995673588,0.624223528415956,5.44655423731996,5.44655423731996,1.40846353494462,0.173697995673588,0.624223528415956,-4.57420000620134
"FNBP1L",0.10415288917749,0.569414113635908,0.191739506344376,0.849797012936936,0.936579214643724,5.71103715101678,5.71103715101678,0.191739506344376,0.849797012936936,0.936579214643724,-4.61862221632528
"KIAA1731",-0.378425032664608,0.629669993423878,-0.639305733993664,0.529569990005152,0.77041596285722,3.47252348855453,3.47252348855453,-0.639305733993664,0.529569990005152,0.77041596285722,-4.60952335214088
"ZNF528",0.751969301910642,0.52799447990417,1.47397887737248,0.155392096848782,0.624223528415956,7.78895060861258,7.78895060861258,1.47397887737248,0.155392096848782,0.624223528415956,-4.57028163555304
"ZNF33B",-1.1487088404027,0.644844556614326,-1.90086290147994,0.0712010023342096,0.624223528415956,5.44393490137419,5.44393490137419,-1.90086290147994,0.0712010023342096,0.624223528415956,-4.54233553264872
"CCZ1B",0.106861035030864,0.431975442636255,0.245352258395696,0.808577000773315,0.916502969041368,5.27571180419239,5.27571180419239,0.245352258395696,0.808577000773315,0.916502969041368,-4.61803965804706
"SEMA6A",0.717083714403293,0.389764208952669,1.77465611724082,0.0904718564970186,0.624223528415956,4.59991765185185,4.59991765185185,1.77465611724082,0.0904718564970186,0.624223528415956,-4.55095554658274
"215029_at",0.500589957642564,0.63967307478086,0.83419641288113,0.413604440929864,0.705530801951989,4.67713228026161,4.67713228026161,0.83419641288113,0.413604440929864,0.705530801951989,-4.60270781167444
"IGLV6-57",0.376706571707819,0.526964930627671,0.739586950878846,0.467777784822949,0.740207836914188,4.58819964192387,4.58819964192387,0.739586950878846,0.467777784822949,0.740207836914188,-4.60621932391076
"215036_at",-0.529243865226338,0.665152506854178,-0.852337145685588,0.403689496480495,0.700378729384386,6.05019750360082,6.05019750360082,-0.852337145685588,0.403689496480495,0.700378729384386,-4.60199211569542
"LINC01140",-0.52961163829031,0.401242060799494,-1.28391091088028,0.213195892064639,0.624223528415956,3.98312546038159,3.98312546038159,-1.28391091088028,0.213195892064639,0.624223528415956,-4.58131414099964
"RNASEH2B",0.650918223251029,0.448519771316095,1.45241816705041,0.161235183208936,0.624223528415956,4.60909399279835,4.60909399279835,1.45241816705041,0.161235183208936,0.624223528415956,-4.57158381230987
"GUSBP3",-0.311399859420928,0.550001297499185,-0.590148527690201,0.561418715139966,0.787535887698127,5.68165888448707,5.68165888448707,-0.590148527690201,0.561418715139966,0.787535887698127,-4.61098062795363
"KANSL1L",-1.00102449104938,0.8756786884924,-1.25727848502883,0.222522529663606,0.627021184453415,5.94530875828189,5.94530875828189,-1.25727848502883,0.222522529663606,0.627021184453415,-4.58277764496856
"TRIM58",1.06687067222222,0.553919382331462,2.00995961781976,0.0575206718749633,0.624223528415956,2.97949294115226,2.97949294115226,2.00995961781976,0.0575206718749633,0.624223528415956,-4.53466644903464
"ZNF280B",0.502691602983539,0.44559778718436,1.12730191103472,0.272392233282816,0.635401928348221,4.3588780688786,4.3588780688786,1.12730191103472,0.272392233282816,0.635401928348221,-4.58958157322136
"FRMPD4",0.878684797119342,0.435571643162896,2.00487186587891,0.0581025376413355,0.624223528415956,4.01443362078189,4.01443362078189,2.00487186587891,0.0581025376413355,0.624223528415956,-4.53502774519258
"215056_at",-0.191100281893004,0.305055862217228,-0.554204738552156,0.585262403392499,0.801937196135352,3.51924658281893,3.51924658281893,-0.554204738552156,0.585262403392499,0.801937196135352,-4.61197946766016
"LINC00894",-1.25470033141534,0.674897909888273,-1.99496966110008,0.0592500696686064,0.624223528415956,5.38727570419974,5.38727570419974,-1.99496966110008,0.0592500696686064,0.624223528415956,-4.53572996070226
"DENND5B",0.251684142438272,0.528233945740759,0.493157336719394,0.627043630911826,0.824846541371792,4.17191551139403,4.17191551139403,0.493157336719394,0.627043630911826,0.824846541371792,-4.61353352131752
"215059_at",0.393153015334117,0.62577025858613,0.667768395658866,0.511589134481673,0.76283154285875,4.15770512230551,4.15770512230551,0.667768395658866,0.511589134481673,0.76283154285875,-4.60863030722148
"215060_at",0.0856501752645506,0.283391286554972,0.25914424040664,0.798034153951642,0.910962311107755,3.32590824904468,3.32590824904468,0.25914424040664,0.798034153951642,0.910962311107755,-4.6178676426262
"METTL10",1.02150422438272,0.839214062262671,1.33437905645136,0.196437924601674,0.624223528415956,5.9953418024177,5.9953418024177,1.33437905645136,0.196437924601674,0.624223528415956,-4.57848757002847
"215062_at",-0.83180673585391,0.316551834642709,-2.3591673109414,0.0280245029899199,0.624223528415956,5.95677746376029,5.95677746376029,-2.3591673109414,0.0280245029899199,0.624223528415956,-4.50904805236695
"LRRC40",0.290039445497558,0.288761297604285,0.868340462668684,0.394972588123639,0.695387298139315,6.39119584204625,6.39119584204625,0.868340462668684,0.394972588123639,0.695387298139315,-4.6013517829471
"FBXL18",0.467325211258083,0.456574042064038,1.02856729270065,0.315441302781128,0.656022918585553,4.81177606365373,4.81177606365373,1.02856729270065,0.315441302781128,0.656022918585553,-4.59436307626122
"HIST1H2AC",0.151767479166667,0.549024536376665,0.288047134773492,0.776147977561941,0.899390029306834,5.59798262636317,5.59798262636317,0.288047134773492,0.776147977561941,0.899390029306834,-4.61747473122614
"GRB2",-1.09306389573045,0.520151476374887,-2.16896365695986,0.0417716964299945,0.624223528415956,7.13443455048868,7.13443455048868,-2.16896365695986,0.0417716964299945,0.624223528415956,-4.52322184097561
"215077_at",0.422049526817559,0.326060425633197,1.17532367785113,0.252951428810045,0.632810517374784,4.145085089369,4.145085089369,1.17532367785113,0.252951428810045,0.632810517374784,-4.5871280521971
"LOC100129518",-0.562845244510582,0.422624144308262,-1.31364781131891,0.20320422175528,0.624223528415956,7.68230568839286,7.68230568839286,-1.31364781131891,0.20320422175528,0.624223528415956,-4.57965881687038
"215079_at",-0.171001799382715,0.391186487456216,-0.422115084441265,0.677237358135153,0.849713893115602,4.91990064855967,4.91990064855967,-0.422115084441265,0.677237358135153,0.849713893115602,-4.61512638142247
"KIAA1024",1.02485980010288,0.733636981918331,1.51288553559005,0.145285302422932,0.624223528415956,5.33921546846708,5.33921546846708,1.51288553559005,0.145285302422932,0.624223528415956,-4.56790142867641
"215083_at",-0.536025961831275,0.448300079411576,-1.19650415564373,0.24489815496293,0.631537580989949,5.41363140437243,5.41363140437243,-1.19650415564373,0.24489815496293,0.631537580989949,-4.5860282969728
"LRRC42",0.320006146632997,0.251651232730471,1.03084749823505,0.314278684083639,0.655475278282592,6.69630578699963,6.69630578699963,1.03084749823505,0.314278684083639,0.655475278282592,-4.5942562015989
"SPICE1",0.359213700011357,0.465716481503919,0.778537768177736,0.444978236553682,0.726113222337455,3.90530640032167,3.90530640032167,0.778537768177736,0.444978236553682,0.726113222337455,-4.60481907307862
"215095_at",-0.647394968004115,0.405523005863603,-1.55747968945742,0.134347226969606,0.624223528415956,4.23792305169753,4.23792305169753,-1.55747968945742,0.134347226969606,0.624223528415956,-4.56512170470987
"ADTRP",0.982127639248972,0.447955098655341,2.19357551773743,0.0397179318047872,0.624223528415956,4.32716631087963,4.32716631087963,2.19357551773743,0.0397179318047872,0.624223528415956,-4.52142695323648
"DPY19L1P1",-0.596989733782934,0.388032935777506,-1.48204324383493,0.153192160003292,0.624223528415956,5.45560351411235,5.45560351411235,-1.48204324383493,0.153192160003292,0.624223528415956,-4.56978200290928
"NRIP2",0.251207222648442,0.403050584555076,0.607022901145191,0.550362105554737,0.781256122220508,6.3707436327087,6.3707436327087,0.607022901145191,0.550362105554737,0.781256122220508,-4.61049311674717
"N4BP2L2-IT2",0.0890138722148735,0.268520202617293,0.277333608494678,0.784221589951763,0.904272296547833,5.06500180694812,5.06500180694812,0.277333608494678,0.784221589951763,0.904272296547833,-4.61762568188996
"TTC22",0.0215344002057617,0.235898313723672,0.071564628437958,0.943622055305111,0.976539088824904,3.85551107098765,3.85551107098765,0.071564628437958,0.943622055305111,0.976539088824904,-4.61941092703675
"RC3H1",-0.0852553239391265,0.489501166481063,-0.177661580918734,0.86069950672186,0.941262456111179,4.81753859967065,4.81753859967065,-0.177661580918734,0.86069950672186,0.941262456111179,-4.61875167021595
"LOC100288974",0.558594221149324,0.432553116729981,1.28123819331272,0.214145103833563,0.624223528415956,4.98644164092446,4.98644164092446,1.28123819331272,0.214145103833563,0.624223528415956,-4.5814639271286
"TSC22D1",-1.51642384300411,1.23575430141667,-1.37517360632748,0.183641750624783,0.624223528415956,7.59689503323045,7.59689503323045,-1.37517360632748,0.183641750624783,0.624223528415956,-4.57614600629165
"MCF2L2",1.30903168148148,1.11622926809803,1.3085400405783,0.204898962638541,0.624223528415956,3.6627984755144,3.6627984755144,1.3085400405783,0.204898962638541,0.624223528415956,-4.57994541717602
"DNM1",0.367936235924056,0.348045213460057,0.982729052110373,0.336870677351648,0.663669918240047,5.20876799049289,5.20876799049289,0.982729052110373,0.336870677351648,0.663669918240047,-4.59646287307989
"RAG2",0.977481592592592,0.686031687572807,1.53189173794573,0.140547911724283,0.624223528415956,3.31968161368313,3.31968161368313,1.53189173794573,0.140547911724283,0.624223528415956,-4.56672481984974
"AL928768.3",0.876898782069371,0.323828624764373,2.45246419578964,0.0229676840344043,0.624223528415956,5.41002429295512,5.41002429295512,2.45246419578964,0.0229676840344043,0.624223528415956,-4.50207528699167
"MYO16",1.4773234520977,0.602942393076835,2.59075952102193,0.0170976814676283,0.624223528415956,4.14453772465261,4.14453772465261,2.59075952102193,0.0170976814676283,0.624223528415956,-4.49192833202349
"CYAT1",0.549226494650206,0.472721738632936,1.17653317738913,0.252609750373137,0.632810517374784,6.21359341244856,6.21359341244856,1.17653317738913,0.252609750373137,0.632810517374784,-4.58707024580184
"ZNF550",0.436135269855967,0.454769911494242,0.962859478185726,0.346627803498186,0.668720807049638,4.71459954418724,4.71459954418724,0.962859478185726,0.346627803498186,0.668720807049638,-4.59734767487146
"215128_at",-0.733650716655977,0.431267440144724,-1.68653875635174,0.106564553543484,0.624223528415956,5.38524507178665,5.38524507178665,-1.68653875635174,0.106564553543484,0.624223528415956,-4.55683694566855
"PIK3C2G",1.22932106985597,1.01427345434552,1.34575321542667,0.192801527290836,0.624223528415956,4.04506183955761,4.04506183955761,1.34575321542667,0.192801527290836,0.624223528415956,-4.57783956799953
"215132_at",0.613121793621399,0.520533310723102,1.21588785013187,0.237584149678364,0.62844080823045,3.49534193590535,3.49534193590535,1.21588785013187,0.237584149678364,0.62844080823045,-4.58500444612241
"EXOSC8",-0.749260136397706,0.681541284753526,-1.18106598686617,0.250843701403921,0.632810517374784,8.27593842243901,8.27593842243901,-1.18106598686617,0.250843701403921,0.632810517374784,-4.58683491521306
"215137_at",0.610727928608737,0.434720083355129,1.39554442006372,0.177504547037374,0.624223528415956,5.9475935555516,5.9475935555516,1.39554442006372,0.177504547037374,0.624223528415956,-4.57495889588761
"ARHGEF10",-0.607244127469135,0.402395986591099,-1.46908768685276,0.156674102547049,0.624223528415956,6.0818064502572,6.0818064502572,-1.46908768685276,0.156674102547049,0.624223528415956,-4.57057380815594
"215140_at",0.166019751139037,0.495594690297204,0.342563300324627,0.73534848678987,0.880041593505277,6.29495485282554,6.29495485282554,0.342563300324627,0.73534848678987,0.880041593505277,-4.61662418918505
"HYPM",0.394293565432099,0.484419598447757,0.828503514220785,0.416747578830518,0.708327126669355,4.21568254711934,4.21568254711934,0.828503514220785,0.416747578830518,0.708327126669355,-4.6029296378456
"DPY19L2P2",0.419440146002352,0.706682949032455,0.640253980932043,0.528965438713824,0.769957453893268,5.14351111835685,5.14351111835685,0.640253980932043,0.528965438713824,0.769957453893268,-4.60949417818341
"215144_at",0.44602722606555,0.332861205994141,1.22605523707277,0.233679200515684,0.62844080823045,5.81083708543871,5.81083708543871,1.22605523707277,0.233679200515684,0.62844080823045,-4.58445548699817
"CNTNAP2",0.299757764300412,0.373081426021464,0.76457206876714,0.453016557735256,0.730978836906096,3.28135499789095,3.28135499789095,0.76457206876714,0.453016557735256,0.730978836906096,-4.60533035598406
"AF007147",-0.62172529701646,0.508849351609736,-1.25589920793999,0.223012351999845,0.627164632498679,5.23988755334362,5.23988755334362,-1.25589920793999,0.223012351999845,0.627164632498679,-4.58285272564642
"YOD1",0.112875871149324,0.516259685248193,0.225353511461988,0.823893361478538,0.92240539328843,4.34758998037184,4.34758998037184,0.225353511461988,0.823893361478538,0.92240539328843,-4.61827352406938
"DOCK10",-0.390814639300411,0.517772116685977,-0.778395254730697,0.445060399085945,0.726113222337455,6.5165246649177,6.5165246649177,-0.778395254730697,0.445060399085945,0.726113222337455,-4.6048243132307
"NOS1AP",0.46296330154321,0.381176944136865,1.16367970769827,0.257603456776161,0.633789665891547,5.67115875920782,5.67115875920782,1.16367970769827,0.257603456776161,0.633789665891547,-4.58773162756825
"WDR61",-0.30562469260729,0.49392549782427,-0.63232707198942,0.534030780189055,0.773794914563645,6.17005922294974,6.17005922294974,-0.63232707198942,0.534030780189055,0.773794914563645,-4.60973682765197
"PABPC1",-1.15858916440329,0.923652058343695,-1.38478355260482,0.180725806768476,0.624223528415956,8.34024822849794,8.34024822849794,-1.38478355260482,0.180725806768476,0.624223528415956,-4.57558744561827
"LOC100289097",-1.02502869269547,0.900932652141373,-1.25390270189458,0.223722836492868,0.62791527317708,7.54637206959877,7.54637206959877,-1.25390270189458,0.223722836492868,0.62791527317708,-4.5829612991139
"CAMK1G",0.27081844537037,0.268919622801752,0.843102500732458,0.408622631610051,0.703712190025208,3.3010740848251,3.3010740848251,0.843102500732458,0.408622631610051,0.703712190025208,-4.60236045877633
"215163_at",0.900502859207819,0.585692090906462,1.61875694837937,0.120493547349698,0.624223528415956,5.15792342327675,5.15792342327675,1.61875694837937,0.120493547349698,0.624223528415956,-4.56123708243871
"215164_at",0.991334509920635,0.403085053584519,2.39533498961677,0.0260347803001082,0.624223528415956,3.90513093520723,3.90513093520723,2.39533498961677,0.0260347803001082,0.624223528415956,-4.50650277084715
"IGSF9B",0.453108472677838,0.464828766754493,0.983501512780073,0.336610675369689,0.663669918240047,5.88161056283804,5.88161056283804,0.983501512780073,0.336610675369689,0.663669918240047,-4.59642757117113
"SLC35E2",-0.521497707287156,0.440248756665379,-1.18029126518451,0.251144887555069,0.632810517374784,6.37715761619502,6.37715761619502,-1.18029126518451,0.251144887555069,0.632810517374784,-4.58687518502764
"CEP152",0.845848306291549,0.476312221583939,1.80119637352385,0.0861202531062722,0.624223528415956,4.82891074306347,4.82891074306347,1.80119637352385,0.0861202531062722,0.624223528415956,-4.54918173878899
"PTPN20B",0.779364635236626,0.638666874748886,1.30053344113028,0.20757768588628,0.624223528415956,3.42576007950103,3.42576007950103,1.30053344113028,0.20757768588628,0.624223528415956,-4.58039308914979
"DNAAF1",0.563728804218107,0.380214551036188,1.41943372469526,0.170442145725033,0.624223528415956,5.27022903852881,5.27022903852881,1.41943372469526,0.170442145725033,0.624223528415956,-4.57354240123791
"FMO6P",0.264791678343622,0.386015815455139,0.659737592588486,0.516595411433432,0.764464191743069,3.60272638613683,3.60272638613683,0.659737592588486,0.516595411433432,0.764464191743069,-4.60888714742534
"RP11-429B14.4",0.79461661244856,0.540264552990018,1.52838750199886,0.141411656209285,0.624223528415956,4.11942170128601,4.11942170128601,1.52838750199886,0.141411656209285,0.624223528415956,-4.56694242667114
"CDH22",0.935065371677294,0.913926063738529,1.12870672561339,0.271812378165572,0.635401928348221,6.30112627536065,6.30112627536065,1.12870672561339,0.271812378165572,0.635401928348221,-4.58951105904213
"215182_x_at",0.806492254233934,0.549335589472434,1.52996161428649,0.141023119938265,0.624223528415956,9.13759978452437,9.13759978452437,1.52996161428649,0.141023119938265,0.624223528415956,-4.56684471444076
"215183_at",-0.494433224323927,0.451106960422623,-1.09838561059864,0.284530040521659,0.639655404187223,5.65998221937831,5.65998221937831,-1.09838561059864,0.284530040521659,0.639655404187223,-4.59101778479893
