"file","cell","macrophage_score","vsmc_score","efferocytosis_score","contractile_vsmc_score","noncontractile_vsmc_score","major_cell_type","group"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_H16",0.784968546225,-0.447401140642151,0.0702949010702084,-0.397617160365616,-0.308787508572491,"macrophage","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_H17",-0.930810474702698,3.883467235651,0.0391808080154786,3.19904803308229,-0.085320832870672,"vsmc","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_H18",0.622087865179465,-0.635745291599855,0.432645566387252,-0.544107055554942,-0.0946458611806637,"b_cell","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_H23",0.599533296989036,-0.566535765208663,-0.0846720961799742,-0.490277423917348,-0.413266629769816,"macrophage","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_I01",0.607946724683222,-0.469130128651613,0.200504034661959,-0.414517484372975,0.384807611412473,"macrophage","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_I02",0.142261021812298,-0.445210197066453,-0.166214294822661,-0.395913093140073,0.317848177240975,"mast","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_I04",0.827160996713696,-0.17980026454704,0.000191157655353265,-0.189483145624974,-0.175539785973826,"macrophage","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_I13",0.583421447298331,-0.383662741022328,0.0104091104496618,-0.348042849550198,-0.12298272241515,"macrophage","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_I16",-1.44253572128983,0.960996359117795,-0.258049884166498,0.757640365614745,2.95810562362268,"fibroblast","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_I17",-1.46165611457034,1.51704350601817,0.0445141583694808,1.1302842314813,1.46594484177742,"fibroblast","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_I18",1.00165319440968,-0.58299621334276,0.311040214912984,-0.503079994688312,-0.196312277047214,"macrophage","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_I20",1.05873919239317,-0.0999288723444522,0.0791152195671374,-0.0824518276472839,0.039350486622959,"macrophage","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_I23",0.465267819291267,-0.531307477459427,-0.343542558530708,-0.462877644556831,-0.454972257618271,"macrophage","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_I24",0.658154966643641,-0.340350774956263,0.0342181354624106,-0.314355764832147,-0.223906356892686,"macrophage","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_J03",0.0416061857358382,-0.638568654453251,-0.271418416018447,-0.546303004440916,-0.51636794064291,"macrophage","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_J06",0.11351962168651,-0.533926187266274,-0.258320066767196,-0.456777932613415,-0.13734433740698,"unassigned","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_J07",0.0868207551828329,-0.435199921579372,-0.148742677874406,-0.388127323316788,-0.218642193922461,"unassigned","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_J08",0.00674361545213305,-0.543656013061091,-0.582738084020637,-0.472482061135903,-0.214713931571719,"unassigned","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_J10",-1.26438711151947,2.26820722284104,0.0453975962765783,1.72806698342798,0.676832735644942,"vsmc","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_J12",-1.58919403580244,0.31628146563811,0.154430384557185,0.196358200074587,1.30000163635129,"fibroblast","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_J13",0.0831529192674461,0.0892574979509138,0.122041459059651,0.0197840029845455,-0.19900460006969,"t_nk","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_J14",0.315993363763359,-0.384662538115523,0.363154341379324,-0.348820469511572,0.0695334007962731,"macrophage","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_J15",-0.683567865234938,0.238972223502819,-0.109636771544897,0.136228789524916,1.62366047740882,"fibroblast","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_J18",0.676895463874677,-0.431802104188179,-0.19222494773763,-0.385484576456971,-0.276939900443543,"macrophage","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_J19",0.325695454323542,-0.421843548166791,0.0754906841283897,-0.37773903288478,-0.257940159182432,"macrophage","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_J22",-1.29755027745475,0.633064074364164,-0.0831692070433853,0.442744673528185,1.07164105827126,"fibroblast","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_J23",-0.0668033373762194,-0.198484621458584,0.286301990940059,-0.204015423222842,0.274641733762107,"unassigned","symptomatic"
"GSM8121901_athero_human_8.txt.gz","Plate_373s_J24",0.396809875675555,-0.464399378188915,0.315262017198563,-0.410838011790877,-0.466739086227069,"macrophage","symptomatic"
