"file","cell","group","major_cell_type","inflammatory_vsmc_associated_score","n_genes_used"
"GSM8121894_athero_human_1.txt.gz","Plate_730s_M20","asymptomatic","endothelial",-0.187082618275055,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_M22","asymptomatic","endothelial",0.396237232502278,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_M23","asymptomatic","endothelial",0.571418853628316,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_M24","asymptomatic","endothelial",-0.0538271030521652,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_N03","asymptomatic","endothelial",-0.0127063703426282,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_N05","asymptomatic","endothelial",0.0826845982195483,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_N06","asymptomatic","unassigned",-0.26993845012839,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_N07","asymptomatic","macrophage",1.3412207537982,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_N08","asymptomatic","endothelial",-0.0435493309926393,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_N09","asymptomatic","endothelial",-0.216398958001179,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_N10","asymptomatic","macrophage",0.296125770104962,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_N12","asymptomatic","endothelial",-0.157592731868927,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_N13","asymptomatic","endothelial",0.451025059903853,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_N14","asymptomatic","macrophage",0.564543283313714,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_N16","asymptomatic","endothelial",-0.22012504882609,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_N19","asymptomatic","endothelial",0.44644750913527,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_N22","asymptomatic","b_cell",-0.179796238474573,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_N23","asymptomatic","endothelial",0.096799298308485,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_O01","asymptomatic","endothelial",-0.18169128703135,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_O03","asymptomatic","endothelial",-0.151229885407455,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_O05","asymptomatic","endothelial",0.575648846159298,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_O06","asymptomatic","macrophage",0.674399064623876,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_O07","asymptomatic","endothelial",0.102305227991416,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_O10","asymptomatic","endothelial",-0.429983163810837,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_O11","asymptomatic","endothelial",0.20669916839622,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_O13","asymptomatic","endothelial",-0.283287894551298,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_O18","asymptomatic","endothelial",-0.296260623549538,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_O20","asymptomatic","endothelial",0.27999329635923,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_O21","asymptomatic","endothelial",0.137234995945756,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_O22","asymptomatic","endothelial",-0.268600223776634,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_P01","asymptomatic","endothelial",0.178472014216176,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_P02","asymptomatic","endothelial",0.50254409158669,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_P03","asymptomatic","endothelial",-0.17247524897762,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_P04","asymptomatic","macrophage",1.86563659036223,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_P05","asymptomatic","endothelial",0.139969389531436,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_P07","asymptomatic","mast",-0.16609629327189,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_P08","asymptomatic","endothelial",0.441572692864322,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_P09","asymptomatic","unassigned",-0.0885302066827939,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_P12","asymptomatic","endothelial",0.513951579271139,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_P13","asymptomatic","macrophage",0.0212292968719058,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_P16","asymptomatic","endothelial",0.177202682506502,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_P18","asymptomatic","endothelial",-0.0726645217639492,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_P19","asymptomatic","macrophage",0.281929006490845,12
"GSM8121894_athero_human_1.txt.gz","Plate_730s_P20","asymptomatic","macrophage",0.82935215212811,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_B02","asymptomatic","fibroblast",-0.371719860779917,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_B03","asymptomatic","fibroblast",0.208277433815859,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_B04","asymptomatic","fibroblast",0.169392692837699,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_B05","asymptomatic","fibroblast",-0.0108318201854263,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_B06","asymptomatic","fibroblast",-0.161462113349883,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_B07","asymptomatic","fibroblast",0.517233680452299,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_B09","asymptomatic","macrophage",-0.0489559648746177,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_B10","asymptomatic","vsmc",-0.1694635058269,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_B11","asymptomatic","fibroblast",0.0333927769724869,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_B12","asymptomatic","fibroblast",-0.113515912622968,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_B13","asymptomatic","fibroblast",-0.0438438506143365,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_B14","asymptomatic","fibroblast",-0.239599954891289,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_B15","asymptomatic","fibroblast",0.0173822327116605,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_B16","asymptomatic","vsmc",-0.099172947261844,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_B17","asymptomatic","fibroblast",-0.00996965903175563,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_B18","asymptomatic","fibroblast",-0.313955516499966,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_B19","asymptomatic","unassigned",0.389028812631303,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_B21","asymptomatic","fibroblast",-0.0800973545597496,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_B22","asymptomatic","fibroblast",0.072960775227801,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_C01","asymptomatic","fibroblast",0.286830483132857,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_C02","asymptomatic","unassigned",0.108667814358894,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_C03","asymptomatic","macrophage",-0.00192255294451913,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_C04","asymptomatic","vsmc",0.00670400888781165,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_C05","asymptomatic","fibroblast",0.0736295976387537,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_C06","asymptomatic","fibroblast",0.449020915721631,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_C07","asymptomatic","fibroblast",0.146675085116438,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_C09","asymptomatic","fibroblast",0.0896611620983176,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_C10","asymptomatic","vsmc",-0.0979634637182158,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_C11","asymptomatic","fibroblast",-0.304821231968757,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_C12","asymptomatic","unassigned",0.0367561283522072,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_C13","asymptomatic","fibroblast",0.188708760432552,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_C14","asymptomatic","fibroblast",-0.198729517994967,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_C15","asymptomatic","vsmc",-0.243502895180981,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_C16","asymptomatic","vsmc",-0.0308375987284489,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_C17","asymptomatic","fibroblast",0.256665751856859,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_C18","asymptomatic","fibroblast",-0.0377372218814809,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_C19","asymptomatic","fibroblast",-0.00756945645758441,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_C20","asymptomatic","fibroblast",-0.282647863434803,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_C21","asymptomatic","fibroblast",0.0779316136519527,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_C22","asymptomatic","fibroblast",-0.174371607091013,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_C23","asymptomatic","fibroblast",0.0249430599350071,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_D01","asymptomatic","fibroblast",-0.236767912232738,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_D02","asymptomatic","vsmc",-0.245218143104598,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_D03","asymptomatic","fibroblast",0.0310730220962024,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_D04","asymptomatic","fibroblast",0.32508312082383,12
"GSM8121894_athero_human_1.txt.gz","Plate_732s_D05","asymptomatic","vsmc",-0.244372147078021,12
