"sc_cluster","gene","mean_in","mean_out","logFC","pct_in","pct_out"
"C6","ADAM15",2.58633360543713,0.447259794666707,2.13907381077043,0.966008771929825,0.483475951608144
"C6","TM4SF1",3.34469703623502,1.21059461914033,2.13410241709469,0.996710526315789,0.694010032457952
"C6","PRCP",3.15474213728974,1.02193999693474,2.132802140355,0.990131578947368,0.788285629979345
"C6","PLAT",2.58286938508557,0.452386688812191,2.13048269627338,0.956140350877193,0.467246975509
"C6","CRIP2",3.8906586631065,1.77714329147413,2.11351537163237,0.99890350877193,0.800383593980525
"C7","COL1A2",4.41768392935945,2.02762450782505,2.39005942153439,0.998466257668712,0.811736288718386
"C7","LUM",3.54664040429009,1.28282363388077,2.26381677040931,0.975460122699387,0.645780051150895
"C7","BGN",4.8538007793598,2.63477060155506,2.21903017780474,1,0.880363739698778
"C7","AEBP1",4.04222720721984,1.9157310512534,2.12649615596644,0.996932515337423,0.772804774083546
"C7","COL1A1",3.55559143349364,1.51795324740122,2.03763818609242,0.98159509202454,0.750923557828929
"C7","COL3A1",3.56747542541021,1.56367915239028,2.00379627301993,0.987730061349693,0.743393009377664
"C7","MGP",4.66837300401425,2.6770105546694,1.99136244934485,1,0.923273657289003
"C7","THBS2",3.78892635688224,1.82658116587737,1.96234519100487,0.99079754601227,0.754901960784314
"C7","VCAN",4.2604424492035,2.32906239287191,1.93138005633159,0.99079754601227,0.915032679738562
"C7","CALD1",4.01888982986556,2.1074446218413,1.91144520802426,0.998466257668712,0.831770389315146
"C7","LTBP1",3.585117608696,1.69139956447039,1.89371804422561,0.989263803680982,0.73202614379085
"C7","DCN",2.82172839598853,0.970086299401959,1.85164209658657,0.941717791411043,0.638675760159136
"C7","EFEMP1",4.04033249658229,2.19506901293793,1.84526348364436,0.996932515337423,0.843847684001137
"C7","ACTA2",3.99841418964899,2.20579260955045,1.79262158009854,0.996932515337423,0.891588519465757
"C7","IGFBP7",4.77141098002966,2.98924700045216,1.78216397957749,1,0.945012787723785
"C7","OGN",3.15585110200588,1.42254809346151,1.73330300854437,0.983128834355828,0.707445296959363
"C7","TAGLN",4.04986126324962,2.32623581947616,1.72362544377346,0.996932515337423,0.882352941176471
"C7","PRELP",3.47402629106656,1.76256262966121,1.71146366140535,0.986196319018405,0.827223643080421
"C7","CFH",3.15024335571117,1.44031128101599,1.70993207469517,0.983128834355828,0.737283319124751
"C7","CCDC80",2.99861393156916,1.29789643976466,1.7007174918045,0.97239263803681,0.766268826371128
"C7","LTBP2",3.24076743689576,1.54715353326142,1.69361390363434,0.984662576687117,0.789286729184427
"C7","C1S",3.33332223360346,1.65641140351718,1.67691083008628,0.987730061349693,0.804347826086957
"C7","ACTA2-AS1",3.32825703128371,1.66643601073035,1.66182102055337,0.989263803680982,0.77564649048025
"C7","C1R",3.46053207269169,1.81602266312592,1.64450940956577,0.989263803680982,0.839869281045752
"C7","SFRP2",2.24301171754931,0.603615544904911,1.6393961726444,0.857361963190184,0.488348962773515
"C7","COL6A3",2.61751439936949,1.00735501220573,1.61015938716376,0.955521472392638,0.696504688832055
"C7","CCN2",3.81031629867187,2.21292192486096,1.5973943738109,0.998466257668712,0.840011366865587
"C7","COL14A1",2.66742300821954,1.09463737067833,1.57278563754121,0.970858895705521,0.570048309178744
"C7","ADIRF",3.27594574091079,1.73794348967674,1.53800225123406,0.998466257668712,0.830207445296959
"C7","SULF1",3.24898461574169,1.71192548974372,1.53705912599797,0.989263803680982,0.77564649048025
"C8","RGS5-ENSG00000143248",4.66645000654202,1.4355218274784,3.23092817906362,0.996062992125984,0.695400753093061
"C8","THY1",3.59668044717581,0.708189909366729,2.88849053780908,0.988188976377953,0.528778913394298
"C8","NDUFA4L2",3.45559564034217,0.992237559789929,2.46335808055224,1,0.631387842926304
"C8","NOTCH3",3.09274910307354,0.689064530005458,2.40368457306809,0.984251968503937,0.520441097364174
"C8","STEAP4",2.76745221268069,0.381382738793268,2.38606947388742,0.917322834645669,0.46221086605702
"C8","PDGFRB",3.17366884420122,0.839110620858319,2.3345582233429,0.988188976377953,0.514389456697149
"C8","GGT5",2.92444988499839,0.691289086050883,2.23316079894751,0.956692913385827,0.599112426035503
"C8","COL4A2",3.83956047404035,1.61291302787509,2.22664744616526,0.996062992125984,0.771785906401291
"C8","LHFPL6",3.40486564841432,1.20295461965003,2.20191102876429,0.988188976377953,0.675766541151157
"C8","COL1A2",4.34370965230735,2.15807543791407,2.18563421439328,1,0.821678321678322
"C8","COL3A1",3.83871513403188,1.66166409465387,2.17705103937801,1,0.756051640667025
"C8","COL1A1",3.74497640909273,1.6205455301154,2.12443087897733,0.992125984251969,0.762910166756321
"C8","PCOLCE",3.3725048310265,1.26458992389262,2.10791490713388,0.980314960629921,0.648197955890264
"C8","SPARC",4.98121250162847,2.92219994438199,2.05901255724648,1,0.943383539537386
"C8","EPAS1",3.9663953272899,1.91346625402073,2.05292907326917,1,0.886229155459925
"C8","COL4A1",3.29172641415728,1.24483948994256,2.04688692421472,0.984251968503937,0.682356105433028
