"file","cell","group","major_cell_type","subcluster","vsmc_score","contractile_vsmc_score","noncontractile_vsmc_score"
"GSM8121906_athero_human_13.txt.gz","Plate_589s_L06","asymptomatic","vsmc","vsmc_S1",0.910486301283182,0.569001931426931,0.0646247548971276
"GSM8121906_athero_human_13.txt.gz","Plate_589s_L09","asymptomatic","vsmc","vsmc_S1",0.351282863705758,0.224772222000793,0.122086130388678
"GSM8121906_athero_human_13.txt.gz","Plate_589s_L13","asymptomatic","vsmc","vsmc_S1",0.574159760166635,0.536802168113195,0.0787202998662934
"GSM8121906_athero_human_13.txt.gz","Plate_589s_L22","asymptomatic","vsmc","vsmc_S1",0.945001224202127,0.783177402297182,-0.45229741040871
"GSM8121906_athero_human_13.txt.gz","Plate_589s_M04","asymptomatic","vsmc","vsmc_S1",0.574824213058233,0.499199262241709,-0.188357613524455
"GSM8121906_athero_human_13.txt.gz","Plate_589s_M05","asymptomatic","vsmc","vsmc_S2",0.948586270009294,0.664924120391045,0.123256028444761
"GSM8121906_athero_human_13.txt.gz","Plate_589s_M06","asymptomatic","vsmc","vsmc_S1",0.822504220456068,0.675363929873055,0.00508200926262015
"GSM8121906_athero_human_13.txt.gz","Plate_589s_M09","asymptomatic","vsmc","vsmc_S2",0.937142075205027,0.591921210526185,0.297604054988042
"GSM8121906_athero_human_13.txt.gz","Plate_589s_M10","asymptomatic","vsmc","vsmc_S1",1.00372473265745,0.833593455635434,0.0634085808814085
"GSM8121906_athero_human_13.txt.gz","Plate_589s_M23","asymptomatic","vsmc","vsmc_S1",0.810156939025487,0.622466727099521,0.0506209242140573
"GSM8121906_athero_human_13.txt.gz","Plate_589s_M24","asymptomatic","vsmc","vsmc_S2",0.983350864630346,0.791267370347528,0.173340680061249
"GSM8121906_athero_human_13.txt.gz","Plate_589s_N01","asymptomatic","vsmc","vsmc_S1",0.994552453425007,0.840726202636536,-0.134305784910788
"GSM8121906_athero_human_13.txt.gz","Plate_589s_N04","asymptomatic","vsmc","vsmc_S1",0.727115698659003,0.723295092485218,0.0151105739269452
"GSM8121906_athero_human_13.txt.gz","Plate_589s_N06","asymptomatic","vsmc","vsmc_S2",0.807982903358551,0.701757442722122,0.360214523449616
"GSM8121906_athero_human_13.txt.gz","Plate_589s_N08","asymptomatic","vsmc","vsmc_S1",0.92584848827754,0.837471819623177,-0.284500602699378
"GSM8121906_athero_human_13.txt.gz","Plate_599s_A02","asymptomatic","vsmc","vsmc_S1",0.915165883032516,0.825474528934688,0.0107054339742769
"GSM8121906_athero_human_13.txt.gz","Plate_599s_A06","asymptomatic","vsmc","vsmc_S1",0.902694280242651,0.843379029674099,-0.366204616027328
"GSM8121906_athero_human_13.txt.gz","Plate_599s_A07","asymptomatic","vsmc","vsmc_S1",1.08508493195425,1.37674671370383,-0.114792683080991
"GSM8121906_athero_human_13.txt.gz","Plate_599s_A10","asymptomatic","vsmc","vsmc_S1",1.15915711035804,1.04427263774907,-0.237646294145611
"GSM8121906_athero_human_13.txt.gz","Plate_599s_A15","asymptomatic","vsmc","vsmc_S1",0.959453278154552,1.39095882892849,-0.253312042489357
"GSM8121906_athero_human_13.txt.gz","Plate_599s_A16","asymptomatic","vsmc","vsmc_S2",0.987281472348392,1.05880398335663,0.0901895113159308
"GSM8121906_athero_human_13.txt.gz","Plate_599s_A20","asymptomatic","vsmc","vsmc_S1",0.942210164138596,0.853403269481633,-0.0568046538016153
"GSM8121906_athero_human_13.txt.gz","Plate_599s_A21","asymptomatic","vsmc","vsmc_S1",0.776907470900391,0.709132835315907,-0.340966291497381
"GSM8121906_athero_human_13.txt.gz","Plate_599s_A22","asymptomatic","vsmc","vsmc_S1",0.848185901218818,0.825656511340328,-0.331165907504474
"GSM8121906_athero_human_13.txt.gz","Plate_599s_A23","asymptomatic","vsmc","vsmc_S1",0.729604974270909,0.601486724941883,-0.11175940415497
"GSM8121906_athero_human_13.txt.gz","Plate_599s_B05","asymptomatic","vsmc","vsmc_S1",1.09863906501034,1.0355958900965,-0.370055164472489
"GSM8121906_athero_human_13.txt.gz","Plate_599s_B09","asymptomatic","vsmc","vsmc_S1",0.793433844587026,0.720517711707672,-0.327688131622314
"GSM8121906_athero_human_13.txt.gz","Plate_599s_B12","asymptomatic","vsmc","vsmc_S1",1.00199038342376,0.902442894842098,0.0364998229281643
"GSM8121906_athero_human_13.txt.gz","Plate_599s_B16","asymptomatic","vsmc","vsmc_S1",1.00639395509391,0.914221538188405,-0.224311114906056
"GSM8121906_athero_human_13.txt.gz","Plate_599s_B22","asymptomatic","vsmc","vsmc_S2",0.968747533658605,1.48395317990999,0.140736211198809
"GSM8121906_athero_human_13.txt.gz","Plate_599s_C10","asymptomatic","vsmc","vsmc_S1",0.814296292559526,0.74754481030449,0.11390000907359
"GSM8121906_athero_human_13.txt.gz","Plate_599s_C19","asymptomatic","vsmc","vsmc_S1",0.883145578150178,0.786238671362448,-0.246544879019317
"GSM8121906_athero_human_13.txt.gz","Plate_599s_C21","asymptomatic","vsmc","vsmc_S1",0.782043120193963,0.727959745640763,-0.35835187015542
"GSM8121906_athero_human_13.txt.gz","Plate_599s_C22","asymptomatic","vsmc","vsmc_S1",0.613487436939195,0.344914059025129,0.0542960717969239
"GSM8121906_athero_human_13.txt.gz","Plate_599s_C23","asymptomatic","vsmc","vsmc_S1",0.704805559525903,0.649970316322756,-0.0860020974760911
"GSM8121906_athero_human_13.txt.gz","Plate_599s_D05","asymptomatic","vsmc","vsmc_S1",1.13065276583219,1.0073380760087,-0.224087321470689
"GSM8121906_athero_human_13.txt.gz","Plate_599s_D06","asymptomatic","vsmc","vsmc_S1",0.895644617677124,0.552189879486529,-0.314349840211572
"GSM8121906_athero_human_13.txt.gz","Plate_599s_D10","asymptomatic","vsmc","vsmc_S1",1.00289757436195,0.878566244394489,-0.303803850610963
"GSM8121906_athero_human_13.txt.gz","Plate_599s_D11","asymptomatic","vsmc","vsmc_S1",0.706388579169463,0.662803081259909,-0.0444332117508581
"GSM8121906_athero_human_13.txt.gz","Plate_599s_E03","asymptomatic","vsmc","vsmc_S1",1.03307387840093,0.887151566162324,-0.00728847174709695
"GSM8121906_athero_human_13.txt.gz","Plate_599s_E13","asymptomatic","vsmc","vsmc_S1",1.07773288409363,1.38073509735268,-0.381218995388961
"GSM8121906_athero_human_13.txt.gz","Plate_599s_E16","asymptomatic","vsmc","vsmc_S1",0.907016689435747,0.804716582666101,0.0423887511291239
"GSM8121906_athero_human_13.txt.gz","Plate_599s_F05","asymptomatic","vsmc","vsmc_S1",0.884338952924897,0.817127724081904,-0.00398567485399245
"GSM8121906_athero_human_13.txt.gz","Plate_599s_F22","asymptomatic","vsmc","vsmc_S1",1.03126927802996,0.812855268521366,-0.406045029026291
"GSM8121906_athero_human_13.txt.gz","Plate_599s_G03","asymptomatic","vsmc","vsmc_S1",1.10550545923369,1.01261461766033,-0.369387324192102
"GSM8121906_athero_human_13.txt.gz","Plate_599s_G12","asymptomatic","vsmc","vsmc_S1",0.967736632127033,0.855195139811766,-0.0493565018746254
"GSM8121906_athero_human_13.txt.gz","Plate_599s_G14","asymptomatic","vsmc","vsmc_S1",0.614583980366861,0.63356875108573,-0.277456438382631
"GSM8121906_athero_human_13.txt.gz","Plate_599s_G17","asymptomatic","vsmc","vsmc_S1",0.999974467977407,0.86938890556212,-0.0550097100740746
"GSM8121906_athero_human_13.txt.gz","Plate_599s_G18","asymptomatic","vsmc","vsmc_S1",0.885575183151521,0.69309823194448,-0.330463412585959
"GSM8121906_athero_human_13.txt.gz","Plate_599s_H02","asymptomatic","vsmc","vsmc_S1",0.932952965505284,0.819451272454496,0.0333122115603184
"GSM8121906_athero_human_13.txt.gz","Plate_599s_I05","asymptomatic","vsmc","vsmc_S1",1.08937593372721,0.958734591209367,-0.433779746982908
"GSM8121906_athero_human_13.txt.gz","Plate_599s_I09","asymptomatic","vsmc","vsmc_S1",0.616930620709041,0.5781447787112,-0.168523745061411
