"gene","selection","variance","detection_fraction"
"MYH10","high_variance",1.25553737027822,0.699869960988296
"PCSK7","high_variance",1.25514199637376,0.974252275682705
"CXCL12","high_variance",1.22806177343023,0.859427828348505
"LYZ","canonical_or_high_variance",1.21861735995836,0.741612483745124
"TIMP3","high_variance",1.21614130761651,0.70221066319896
"CSRP1","high_variance",1.20895033966267,0.93888166449935
"LGALS3BP","high_variance",1.2070238349949,0.877243172951886
"GRN","high_variance",1.20184095962447,0.961898569570871
"MMP2","high_variance",1.19813733722819,0.833029908972692
"CD163","high_variance",1.19682518754167,0.591807542262679
"CAPG","high_variance",1.19435524953518,0.7777633289987
"CAVIN1","high_variance",1.18182509472907,0.862938881664499
"ENG","high_variance",1.17907905612154,0.970481144343303
"CAV1","high_variance",1.17579596598807,0.770611183355007
"HLA-DQB1","high_variance",1.17525981789255,0.609492847854356
"EGR1","high_variance",1.17120742147126,0.917165149544864
"ISLR","high_variance",1.16030510800942,0.635110533159948
"MAFB","high_variance",1.15822715619831,0.667880364109233
"GPX3","high_variance",1.15220809403424,0.938101430429129
"FSTL1","high_variance",1.14169628058526,0.734590377113134
"FLNA","high_variance",1.13527020708223,0.974382314694408
"PECAM1","canonical_or_high_variance",1.13500485345645,0.656957087126138
"TGFBI","high_variance",1.13033748274312,0.821716514954486
"GADD45B","high_variance",1.12827053288644,0.862418725617685
"ANTXR1","high_variance",1.12712411166643,0.668270481144343
"COL6A2","high_variance",1.12624901059849,0.788426527958388
"HSPG2","high_variance",1.12512993459855,0.743563068920676
"MFGE8","high_variance",1.1236654997282,0.781794538361508
"SGK1","high_variance",1.12254467961265,0.711703511053316
"SMOC2","high_variance",1.11787207707264,0.611053315994798
"IER3","high_variance",1.11685769724171,0.771001300390117
"RASSF4","high_variance",1.11673228550454,0.654356306892068
"COL8A1","high_variance",1.1141304685272,0.764239271781535
"LGMN","high_variance",1.11386444135653,0.895448634590377
"PLIN2","high_variance",1.11312671286448,0.729518855656697
"ITGA8","high_variance",1.11296040779,0.647334200260078
"LRP1","high_variance",1.11108022119631,0.930299089726918
"FMOD","high_variance",1.11030123968809,0.690247074122237
"HLA-DMA","high_variance",1.10395512904986,0.67334200260078
"LSP1","high_variance",1.09941864299619,0.741612483745124
"GAS6","high_variance",1.09789886779404,0.932899869960988
"UCP2","high_variance",1.09674416015346,0.585305591677503
"LCP1","high_variance",1.09673076271631,0.547594278283485
"CXCR4","high_variance",1.09362613776636,0.546944083224967
"CD4","high_variance",1.09260179709448,0.571651495448635
"CRYAB","high_variance",1.08772695093885,0.703771131339402
"ADIRF","high_variance",1.08467369500045,0.844473342002601
"TXNIP","high_variance",1.08067482084397,0.901040312093628
"CTSL","high_variance",1.07937448855827,0.916124837451235
"ASPN","high_variance",1.07491005839205,0.606631989596879
"ENSG00000272734","high_variance",1.06786160561527,0.886345903771131
"CTSS","high_variance",1.06436173676667,0.759167750325098
"CCL2","high_variance",1.06425007211399,0.867100130039012
"FBLN5","high_variance",1.06271367022131,0.692327698309493
"TPP1","high_variance",1.06022587114285,0.942002600780234
"COL14A1","high_variance",1.05686665085689,0.604031209362809
"COL4A1","high_variance",1.05474197299659,0.692327698309493
"PLD3","high_variance",1.05459540927632,0.960858257477243
"LTBP4","high_variance",1.04678678741415,0.747074122236671
"PLS3","high_variance",1.04372688723588,0.781144343302991
"SFRP2","high_variance",1.03483454495099,0.51963589076723
"VWF","canonical_or_high_variance",1.03260102604175,0.235370611183355
"ID3","high_variance",1.03008245466447,0.819375812743823
"NDUFA4L2","high_variance",1.0300342556135,0.643563068920676
"IGFBP4","high_variance",1.02997850898824,0.735370611183355
"VSIG4","high_variance",1.02963021475331,0.513394018205462
"SELENOP","high_variance",1.02637739031368,0.821456436931079
"JUNB","high_variance",1.02522621021973,0.976462938881664
"FCGRT","high_variance",1.02294027195076,0.939661898569571
