"gene","logFC","SE","statistic","P_value","FDR","mean_expression","logCPM","F","PValue"
"C9orf41",-0.110888532808017,,0.785254250219319,0.391744316598387,0.950898411535146,4.16835429925126,4.16835429925126,0.785254250219319,0.391744316598387
"C9orf47",-0.657400524265106,,4.57822896535267,0.0520713623618046,0.950898411535146,1.55742686815559,1.55742686815559,4.57822896535267,0.0520713623618046
"C9orf64",0.0788424576524409,,0.314874461618661,0.584312185120497,0.963352507451475,3.44703500032021,3.44703500032021,0.314874461618661,0.584312185120497
"C9orf66",0.310167546987678,,2.17598765837432,0.164150311826998,0.950898411535146,1.71228304028095,1.71228304028095,2.17598765837432,0.164150311826998
"C9orf69",0.28547428169805,,3.49256285481908,0.0844963836700829,0.950898411535146,3.10902279917467,3.10902279917467,3.49256285481908,0.0844963836700829
"C9orf72",0.209769797881609,,0.598591952966263,0.453048687798641,0.950898411535146,5.7242336770627,5.7242336770627,0.598591952966263,0.453048687798641
"C9orf78",-0.119484722041284,,1.20295119654713,0.292766774983099,0.950898411535146,5.0654249808056,5.0654249808056,1.20295119654713,0.292766774983099
"C9orf84",0.0962658646695152,,0.176128575383757,0.681620439630115,0.972917273368961,3.86272143798078,3.86272143798078,0.176128575383757,0.681620439630115
"C9orf85",-0.161559508296497,,1.83457584207881,0.198816921537345,0.950898411535146,3.60462932483993,3.60462932483993,1.83457584207881,0.198816921537345
"C9orf89",0.481754653863073,,9.59941277046001,0.00853488977403576,0.950898411535146,3.05056425624994,3.05056425624994,9.59941277046001,0.00853488977403576
"C9orf9",-0.115536067093449,,0.635255362815994,0.439846294316148,0.950898411535146,2.42668620781197,2.42668620781197,0.635255362815994,0.439846294316148
"C9orf91",0.195488805980865,,1.02240445498784,0.33052283775622,0.950898411535146,4.18987271073307,4.18987271073307,1.02240445498784,0.33052283775622
"CA1",-0.502210170470451,,0.637183936289411,0.439183884191916,0.950898411535146,0.787447404855702,0.787447404855702,0.637183936289411,0.439183884191916
"CA11",0.149105495779697,,0.429162158336654,0.523904722826721,0.957643137468886,1.49401458681349,1.49401458681349,0.429162158336654,0.523904722826721
"CA12",0.208142317855289,,0.0993365755119267,0.757662941757894,0.978452620062529,5.36474806312146,5.36474806312146,0.0993365755119267,0.757662941757894
"CA13",0.211978315421437,,1.13535691311452,0.306159357975473,0.950898411535146,1.94530230051295,1.94530230051295,1.13535691311452,0.306159357975473
"CA14",0.0158740044689208,,0.0180530125488777,0.895188646563292,0.992710387763284,2.66086156394003,2.66086156394003,0.0180530125488777,0.895188646563292
"CA2",0.939800682484925,,3.267867834234,0.0939924240340127,0.950898411535146,3.13852396492572,3.13852396492572,3.267867834234,0.0939924240340127
"CA5A",-0.0613562505164273,,0.227798455909056,0.641138788083739,0.970189567093085,3.47395082754128,3.47395082754128,0.227798455909056,0.641138788083739
"CA5B",-0.420365001020034,,2.38478857311966,0.146669287600734,0.950898411535146,5.62694960917191,5.62694960917191,2.38478857311966,0.146669287600734
"CA5BP1",0.0815823779073863,,0.188841530860448,0.671057913481483,0.972115997982792,2.00839346974358,2.00839346974358,0.188841530860448,0.671057913481483
"CA6",0.28914520361928,,1.08757037081643,0.316182342501276,0.950898411535146,0.421433303361172,0.421433303361172,1.08757037081643,0.316182342501276
"CA8",-0.861023094687848,,2.55117432844408,0.134430694762902,0.950898411535146,0.573501817953144,0.573501817953144,2.55117432844408,0.134430694762902
"CAAP1",-0.152773752707122,,2.28882291301927,0.154394850905443,0.950898411535146,3.65315210452399,3.65315210452399,2.28882291301927,0.154394850905443
"CAB39",-0.0872559108513421,,0.323298985602478,0.579387167815268,0.963069676185953,6.99989373391753,6.99989373391753,0.323298985602478,0.579387167815268
"CAB39L",-0.354987104784994,,0.925317952498314,0.353751595654474,0.950898411535146,4.49868533544566,4.49868533544566,0.925317952498314,0.353751595654474
"CABIN1",0.139757675122832,,1.04195390998552,0.326112673223284,0.950898411535146,5.72770941506933,5.72770941506933,1.04195390998552,0.326112673223284
"CABLES1",0.173718538689691,,2.04568936350478,0.176389579195885,0.950898411535146,3.71323541660692,3.71323541660692,2.04568936350478,0.176389579195885
"CABLES2",0.307746354277051,,4.08880164998648,0.0643972395954939,0.950898411535146,1.89508217960143,1.89508217960143,4.08880164998648,0.0643972395954939
"CABP1",-0.226903632092627,,0.183522449624396,0.675449360919704,0.972639628645496,0.0249532451164221,0.0249532451164221,0.183522449624396,0.675449360919704
"CABP4",0.0277837516694878,,0.0128272902640026,0.911568978148765,0.994102546572752,1.47034086823907,1.47034086823907,0.0128272902640026,0.911568978148765
"CABYR",-0.465398532243837,,5.49016090484,0.035807927559873,0.950898411535146,1.73007856666519,1.73007856666519,5.49016090484,0.035807927559873
"CACFD1",0.136684467209816,,0.408887046648483,0.533718264248467,0.95892411437608,1.8864568162585,1.8864568162585,0.408887046648483,0.533718264248467
"CACHD1",-0.168635106775539,,0.492709288826671,0.49518077680279,0.953525253065271,3.16635389405898,3.16635389405898,0.492709288826671,0.49518077680279
"CACNA1A",-0.00463329267073498,,0.000172218056648332,0.989732110657962,0.999495819292002,-0.541884476116139,-0.541884476116139,0.000172218056648332,0.989732110657962
"CACNA1C",-0.360082710848813,,1.10198455331173,0.313082548086264,0.950898411535146,6.79875882888823,6.79875882888823,1.10198455331173,0.313082548086264
"CACNA1C-AS1",-0.318141158186895,,0.639619589765983,0.438325753523895,0.950898411535146,1.03120937834354,1.03120937834354,0.639619589765983,0.438325753523895
"CACNA1C-AS2",-0.268906949811286,,0.961492401556578,0.344872871474266,0.950898411535146,0.253117704377088,0.253117704377088,0.961492401556578,0.344872871474266
"CACNA1C-AS4",-0.290998016055239,,0.620230971343102,0.445184587479372,0.950898411535146,1.38628790199886,1.38628790199886,0.620230971343102,0.445184587479372
"CACNA1C-IT3",-0.242165938783176,,0.423853952740682,0.526450439214396,0.958836811645273,0.738478138343766,0.738478138343766,0.423853952740682,0.526450439214396
"CACNA1D",-0.15141707961541,,0.912484005722168,0.357005495295267,0.950898411535146,1.54473765231436,1.54473765231436,0.912484005722168,0.357005495295267
"CACNA1F",0.285278300115553,,1.81304621629311,0.201321849117027,0.950898411535146,1.07352615608795,1.07352615608795,1.81304621629311,0.201321849117027
"CACNA1G",0.0869591669411656,,0.0972447365640359,0.76014500284676,0.978452620062529,0.803198668450915,0.803198668450915,0.0972447365640359,0.76014500284676
"CACNA1H",-0.530979121889344,,0.827440488124441,0.379681190632015,0.950898411535146,3.45985005636195,3.45985005636195,0.827440488124441,0.379681190632015
"CACNA2D1",-0.212694409181865,,0.850109630157579,0.373428588865107,0.950898411535146,6.12216731024668,6.12216731024668,0.850109630157579,0.373428588865107
"CACNA2D2",0.375812909374303,,2.08695266227678,0.172408560393098,0.950898411535146,1.03271627985822,1.03271627985822,2.08695266227678,0.172408560393098
"CACNA2D3",0.131804168773555,,0.182914385625697,0.675931951128174,0.972889825636888,1.09838430409047,1.09838430409047,0.182914385625697,0.675931951128174
"CACNA2D4",0.170921771493402,,0.20389958501807,0.659083046128023,0.972027986097391,3.14483991887834,3.14483991887834,0.20389958501807,0.659083046128023
"CACNB1",0.226040869325395,,1.42156852196155,0.254599045892008,0.950898411535146,2.69889325554501,2.69889325554501,1.42156852196155,0.254599045892008
"CACNB2",-0.273663107129404,,2.41501570767739,0.144338096150691,0.950898411535146,3.28002003796616,3.28002003796616,2.41501570767739,0.144338096150691
"CACNB3",0.195490603032804,,1.48487665817849,0.244810995012035,0.950898411535146,2.8640459060831,2.8640459060831,1.48487665817849,0.244810995012035
"CACNB4",-0.0134276806978308,,0.00407265375204009,0.9500930523056,0.996140283136606,4.36215289403883,4.36215289403883,0.00407265375204009,0.9500930523056
"CACNG8",-0.0737917534916109,,0.262436074055854,0.61710193722461,0.968678866615841,2.68811883041179,2.68811883041179,0.262436074055854,0.61710193722461
"CACTIN",0.214037849100034,,2.10596438826992,0.170586581420865,0.950898411535146,2.9025649352734,2.9025649352734,2.10596438826992,0.170586581420865
"CACUL1",-0.0523422897152356,,0.153173406784524,0.701903105788722,0.975496904921659,6.6570169942591,6.6570169942591,0.153173406784524,0.701903105788722
"CACYBP",-0.103085283130968,,0.515565124276585,0.485529189819116,0.952506978310015,4.8970362638274,4.8970362638274,0.515565124276585,0.485529189819116
"CACYBPP1",-0.245154097339767,,0.826550995091237,0.379987630864892,0.950898411535146,0.0540359073914168,0.0540359073914168,0.826550995091237,0.379987630864892
"CAD",0.150356903719441,,1.87635948440186,0.194098914062663,0.950898411535146,4.90078503270899,4.90078503270899,1.87635948440186,0.194098914062663
"CADM1",0.671517837648151,,1.94517717658947,0.18663880158965,0.950898411535146,4.37144221708436,4.37144221708436,1.94517717658947,0.18663880158965
"CADM2-AS1",-0.170944991405307,,0.69582953416537,0.419364181335925,0.950898411535146,1.08835989628807,1.08835989628807,0.69582953416537,0.419364181335925
"CADM2-AS2",-0.130241405420084,,0.550927365489191,0.471232275442315,0.950898411535146,1.38881180416995,1.38881180416995,0.550927365489191,0.471232275442315
"CADM3",0.258770799929605,,0.115968314182334,0.738925994941361,0.977264589146908,3.41241980195408,3.41241980195408,0.115968314182334,0.738925994941361
"CADM3-AS1",0.193445685126116,,0.107607389614095,0.748147457296668,0.978452620062529,0.995207649862576,0.995207649862576,0.107607389614095,0.748147457296668
"CADM4",0.303126697905349,,0.751778001880744,0.401811972853216,0.950898411535146,-0.0453732204222142,-0.0453732204222142,0.751778001880744,0.401811972853216
"CADPS",0.295354615879005,,1.6632288043054,0.219811405692617,0.950898411535146,0.906381235138898,0.906381235138898,1.6632288043054,0.219811405692617
"CADPS2",-0.311853502315182,,5.59813956172066,0.0343072712552016,0.950898411535146,5.00607076839395,5.00607076839395,5.59813956172066,0.0343072712552016
"CAHM",0.101264368690269,,0.06799856836102,0.798439868798225,0.984498901532174,-0.706810963827823,-0.706810963827823,0.06799856836102,0.798439868798225
"CALB1",-0.261704501812547,,2.34856414633753,0.149533836575748,0.950898411535146,1.70988995883494,1.70988995883494,2.34856414633753,0.149533836575748
"CALCOCO1",-0.0984001011504113,,0.28233449412571,0.60419611383407,0.966039048427609,6.56654172648534,6.56654172648534,0.28233449412571,0.60419611383407
"CALCOCO2",-0.165777635449684,,1.4732214303769,0.246573150291603,0.950898411535146,6.32784580821381,6.32784580821381,1.4732214303769,0.246573150291603
"CALCR",-0.0247592670230594,,0.00349677101489158,0.953752200028214,0.996426998266396,0.753075545760606,0.753075545760606,0.00349677101489158,0.953752200028214
"CALCRL",-0.405889592145845,,6.27447617689973,0.0264518269850488,0.950898411535146,7.55818923368165,7.55818923368165,6.27447617689973,0.0264518269850488
"CALD1",-0.40192465552925,,1.50753238423204,0.24142895541115,0.950898411535146,10.151200443013,10.151200443013,1.50753238423204,0.24142895541115
"CALHM1",-0.0514380423143923,,0.0358447972099251,0.852813577398927,0.989962626133338,-0.6271974596305,-0.6271974596305,0.0358447972099251,0.852813577398927
"CALHM2",0.298286156150685,,7.07706056357644,0.0197179206159991,0.950898411535146,4.18452081676267,4.18452081676267,7.07706056357644,0.0197179206159991
"CALM1",-0.281432935593461,,2.0503483456892,0.175931421621543,0.950898411535146,8.79570915126641,8.79570915126641,2.0503483456892,0.175931421621543
"CALM2",-0.288272331048737,,2.73852922664475,0.122044275924667,0.950898411535146,8.47213118118507,8.47213118118507,2.73852922664475,0.122044275924667
"CALM2P2",-0.383929094858907,,4.49563013207668,0.0539433361603898,0.950898411535146,1.25193083834154,1.25193083834154,4.49563013207668,0.0539433361603898
"CALM3",0.0656603042320045,,0.227177297212103,0.641589729915763,0.970328676857495,6.81942557139661,6.81942557139661,0.227177297212103,0.641589729915763
"CALML3-AS1",-0.552187137510607,,8.63073722662291,0.011642643034866,0.950898411535146,0.181895683139516,0.181895683139516,8.63073722662291,0.011642643034866
"CALML4",0.437651238434038,,1.42104569777131,0.25468238468504,0.950898411535146,2.57750182856735,2.57750182856735,1.42104569777131,0.25468238468504
"CALN1",-0.115547117210303,,0.370290403075569,0.553406536225668,0.960338855812703,1.23683546182593,1.23683546182593,0.370290403075569,0.553406536225668
"CALR",-0.0327526909025094,,0.0352680815985929,0.853954090807243,0.990141064848319,8.60258070234118,8.60258070234118,0.0352680815985929,0.853954090807243
"CALU",-0.24302076928079,,1.25577616172353,0.282862509712585,0.950898411535146,8.13133717542992,8.13133717542992,1.25577616172353,0.282862509712585
"CAMK1",0.068602133249652,,0.28876631177366,0.600151231012412,0.964779130194477,3.69521570119658,3.69521570119658,0.28876631177366,0.600151231012412
"CAMK1D",0.00649694083332972,,0.00513946473565788,0.943947098516338,0.995802778902088,5.63571314699621,5.63571314699621,0.00513946473565788,0.943947098516338
"CAMK2A",-0.105289090401329,,0.148878911650329,0.705898720810358,0.975892244941813,0.726457054667219,0.726457054667219,0.148878911650329,0.705898720810358
"CAMK2B",0.181456822757881,,0.222541914407812,0.645019353940108,0.971156412230661,-0.0902341593247504,-0.0902341593247504,0.222541914407812,0.645019353940108
"CAMK2D",-0.116394897982306,,1.08715153486664,0.316232552109891,0.950898411535146,6.07386844029419,6.07386844029419,1.08715153486664,0.316232552109891
"CAMK2G",-0.33472194459305,,1.25677983800349,0.28267883242558,0.950898411535146,5.68075864385437,5.68075864385437,1.25677983800349,0.28267883242558
"CAMK2N1",0.229191554300847,,0.482480426262466,0.499641427274748,0.954098946113137,0.26977640207919,0.26977640207919,0.482480426262466,0.499641427274748
"CAMK4",0.21344974540486,,0.432814678718053,0.522168423013671,0.956576746688523,3.03532424856406,3.03532424856406,0.432814678718053,0.522168423013671
"CAMKK1",0.166864591576584,,2.33765958998444,0.150402346374666,0.950898411535146,3.08203732399532,3.08203732399532,2.33765958998444,0.150402346374666
"CAMKK2",0.087197336769511,,1.02662553138435,0.329563383182239,0.950898411535146,5.11583081406305,5.11583081406305,1.02662553138435,0.329563383182239
"CAMKMT",-0.0992547781233079,,0.490053208358533,0.496325613968159,0.953614153596974,2.12827643763495,2.12827643763495,0.490053208358533,0.496325613968159
"CAMLG",-0.246691148468838,,1.3395633389957,0.268073451039447,0.950898411535146,4.57564040574202,4.57564040574202,1.3395633389957,0.268073451039447
"CAMSAP1",0.176369644863397,,2.12542334521501,0.168763070106983,0.950898411535146,5.24133123431272,5.24133123431272,2.12542334521501,0.168763070106983
"CAMSAP2",-0.238233439920349,,1.94347093668792,0.186819132370972,0.950898411535146,6.74252445542406,6.74252445542406,1.94347093668792,0.186819132370972
"CAMTA1",-0.237660447089179,,3.68439946905137,0.0772938171546757,0.950898411535146,4.24244277531239,4.24244277531239,3.68439946905137,0.0772938171546757
"CAMTA2",0.307957246529774,,4.34116134088253,0.0576451906624197,0.950898411535146,4.46522812358794,4.46522812358794,4.34116134088253,0.0576451906624197
"CAND1",-0.105962666230515,,0.963672469734439,0.344300070576178,0.950898411535146,6.96167005984537,6.96167005984537,0.963672469734439,0.344300070576178
"CAND2",-0.236593411324132,,0.575029091163841,0.461886044701605,0.950898411535146,2.5924294459746,2.5924294459746,0.575029091163841,0.461886044701605
"CANT1",0.118024204396799,,1.10993889778623,0.311411581005219,0.950898411535146,4.41746815198195,4.41746815198195,1.10993889778623,0.311411581005219
"CANX",-0.134258868487811,,0.827425876624903,0.379684501506018,0.950898411535146,9.20261815841005,9.20261815841005,0.827425876624903,0.379684501506018
"CAP1",-0.0662767677667167,,0.17108077270511,0.685940470618335,0.97371183924609,8.46758263034356,8.46758263034356,0.17108077270511,0.685940470618335
"CAP2",-0.464074770175757,,1.16159311791029,0.300859227425444,0.950898411535146,4.85793893015054,4.85793893015054,1.16159311791029,0.300859227425444
"CAP2P1",-0.109113389010418,,0.277105433949965,0.607533069114675,0.966489234016432,1.38632265950302,1.38632265950302,0.277105433949965,0.607533069114675
"CAPG",0.706184427981337,,2.34164928565318,0.150080456157382,0.950898411535146,6.76904792166802,6.76904792166802,2.34164928565318,0.150080456157382
"CAPN1",0.316355900674554,,9.39350321927225,0.00909941446926232,0.950898411535146,5.16705288348063,5.16705288348063,9.39350321927225,0.00909941446926232
"CAPN10",0.273520477884847,,2.87659323143238,0.113838116808107,0.950898411535146,3.0411529919025,3.0411529919025,2.87659323143238,0.113838116808107
"CAPN10-AS1",0.25106842236128,,1.15815028005069,0.301552898296628,0.950898411535146,1.71490777691887,1.71490777691887,1.15815028005069,0.301552898296628
"CAPN11",0.0529362931300059,,0.0286765767022027,0.868160402467551,0.990892397324013,0.132343682491006,0.132343682491006,0.0286765767022027,0.868160402467551
"CAPN12",-0.164844885997699,,0.141744595758027,0.712672645185245,0.977011676713968,0.864526615187459,0.864526615187459,0.141744595758027,0.712672645185245
"CAPN14",-0.00869401461148473,,0.00057363912123945,0.981262398204932,0.998818984233852,-0.646868762189937,-0.646868762189937,0.00057363912123945,0.981262398204932
"CAPN15",0.403614080261325,,3.34133355862472,0.090752756556173,0.950898411535146,2.44329328347616,2.44329328347616,3.34133355862472,0.090752756556173
"CAPN2",-0.0646393768565499,,0.318028779377876,0.58245767027102,0.963342158455533,7.68533213081574,7.68533213081574,0.318028779377876,0.58245767027102
"CAPN3",0.147352073209918,,0.688255858648345,0.421831893380676,0.950898411535146,3.64169986242351,3.64169986242351,0.688255858648345,0.421831893380676
"CAPN5",-0.0390213878679102,,0.0276261295253347,0.870565384351832,0.990932849559077,3.18168395803542,3.18168395803542,0.0276261295253347,0.870565384351832
"CAPN7",-0.126050010993507,,1.07782523484435,0.318236119018138,0.950898411535146,5.89987451662561,5.89987451662561,1.07782523484435,0.318236119018138
"CAPNS1",0.000639235577941038,,3.85163775032173e-05,0.995143096330719,0.999739739704274,6.42202788752464,6.42202788752464,3.85163775032173e-05,0.995143096330719
"CAPNS2",0.23990351045723,,1.06561650159392,0.320939660556544,0.950898411535146,0.220360131083097,0.220360131083097,1.06561650159392,0.320939660556544
"CAPRIN1",-0.071617038635048,,0.333812637215276,0.573360630456279,0.961889342930134,7.38145441531622,7.38145441531622,0.333812637215276,0.573360630456279
"CAPRIN2",0.0117061789120571,,0.0149823101532317,0.904465027066809,0.993214646121368,5.55211419101597,5.55211419101597,0.0149823101532317,0.904465027066809
"CAPS",0.0390095356943626,,0.103334296285944,0.753008877503129,0.978452620062529,3.62388642706384,3.62388642706384,0.103334296285944,0.753008877503129
"CAPS2",-0.129024498952669,,1.10723710909213,0.31197773479657,0.950898411535146,4.61483532252798,4.61483532252798,1.10723710909213,0.31197773479657
"CAPZA1",0.113349822133835,,0.238471541303081,0.633500572981918,0.968750335997165,7.11991543984365,7.11991543984365,0.238471541303081,0.633500572981918
"CAPZA2",-0.116423984572928,,0.395324098806169,0.540477762304091,0.959410744773735,7.28056765070592,7.28056765070592,0.395324098806169,0.540477762304091
"CAPZB",0.100792617676619,,0.396891675060855,0.539687903243582,0.959410744773735,6.65002128169557,6.65002128169557,0.396891675060855,0.539687903243582
"CARD10",0.110159155951258,,0.0823817155466854,0.778651616543156,0.980991705031082,1.40950750916156,1.40950750916156,0.0823817155466854,0.778651616543156
"CARD11",0.272416778273306,,0.819345946173111,0.381952404263688,0.950898411535146,2.77066287993232,2.77066287993232,0.819345946173111,0.381952404263688
"CARD14",0.616507417303601,,11.8050304605299,0.00446968383228506,0.950898411535146,1.54223825075845,1.54223825075845,11.8050304605299,0.00446968383228506
"CARD16",-0.120287444001902,,0.117225028287099,0.737573236211096,0.977264589146908,3.10445485539754,3.10445485539754,0.117225028287099,0.737573236211096
"CARD6",0.032721108969124,,0.0198133486095345,0.890231833601209,0.992169524526781,5.00815170580185,5.00815170580185,0.0198133486095345,0.890231833601209
"CARD8",0.127515232420013,,0.258878670808198,0.619473810963305,0.968750335997165,6.38141025880094,6.38141025880094,0.258878670808198,0.619473810963305
"CARD9",0.419269307628637,,1.63118357156604,0.224034080135271,0.950898411535146,1.84254200683741,1.84254200683741,1.63118357156604,0.224034080135271
"CARF",-0.0821207852188696,,0.293927065105359,0.596947583610752,0.964756671816595,4.6022548821393,4.6022548821393,0.293927065105359,0.596947583610752
"CARHSP1",0.0327794084540758,,0.0657931842860517,0.801604857540659,0.984714790949959,4.2695971956239,4.2695971956239,0.0657931842860517,0.801604857540659
"CARKD",-0.00854116259681297,,0.00567700899636541,0.941094337272553,0.995802778902088,4.18300610658285,4.18300610658285,0.00567700899636541,0.941094337272553
"CARM1",0.198313796155304,,2.57076193356751,0.133025612639886,0.950898411535146,3.79327355691102,3.79327355691102,2.57076193356751,0.133025612639886
"CARNS1",0.269772293956674,,0.465094155367335,0.507306049792963,0.955676629167617,1.69389378566299,1.69389378566299,0.465094155367335,0.507306049792963
"CARS",0.0672930934458412,,0.680026084156017,0.424550097209986,0.950898411535146,5.44533526678051,5.44533526678051,0.680026084156017,0.424550097209986
"CARS-AS1",0.417225443061297,,2.15844076350631,0.165812989788627,0.950898411535146,0.126328107037954,0.126328107037954,2.15844076350631,0.165812989788627
"CARS2",0.125437072613613,,2.08498891148451,0.172576816137044,0.950898411535146,4.58688129047629,4.58688129047629,2.08498891148451,0.172576816137044
"CASC1",-0.300906321259538,,1.09107028655991,0.315520190302761,0.950898411535146,-0.294690736523512,-0.294690736523512,1.09107028655991,0.315520190302761
"CASC10",0.242452718278911,,0.660316881077087,0.431202851290887,0.950898411535146,0.486573327449448,0.486573327449448,0.660316881077087,0.431202851290887
"CASC14",-0.057004626811027,,0.0921951522849879,0.766245436382037,0.979414451341778,1.09747307470164,1.09747307470164,0.0921951522849879,0.766245436382037
"CASC15",-0.136773818400564,,0.478452960091538,0.501372781278634,0.954428072452105,4.06744029122122,4.06744029122122,0.478452960091538,0.501372781278634
"CASC18",-0.00632410743689133,,0.000348978127032727,0.985381704049724,0.998909218793276,0.479623330661356,0.479623330661356,0.000348978127032727,0.985381704049724
"CASC2",-0.45590805846871,,5.56345399720513,0.0347945770188165,0.950898411535146,0.976287435296268,0.976287435296268,5.56345399720513,0.0347945770188165
"CASC3",-0.160351858166615,,1.06867296057378,0.320219834715142,0.950898411535146,6.15419673583205,6.15419673583205,1.06867296057378,0.320219834715142
"CASC4",-0.212877224413729,,1.74836918057065,0.209026612080712,0.950898411535146,7.19498921892754,7.19498921892754,1.74836918057065,0.209026612080712
"CASC5",0.218236924427224,,0.458495337515294,0.510278615553075,0.955676629167617,3.26556443534285,3.26556443534285,0.458495337515294,0.510278615553075
"CASC7",-0.0333314580838869,,0.0865739630242452,0.773255458842611,0.980454589760815,5.93740430400712,5.93740430400712,0.0865739630242452,0.773255458842611
"CASC9",0.140080987674861,,0.338678208597212,0.570617550369803,0.961558796695341,1.81522048770919,1.81522048770919,0.338678208597212,0.570617550369803
"CASD1",-0.0987565389980244,,0.9741011079748,0.34179385796699,0.950898411535146,4.8314391044251,4.8314391044251,0.9741011079748,0.34179385796699
"CASK",-0.212962939984266,,2.73667943684062,0.122159115829128,0.950898411535146,5.41394111818062,5.41394111818062,2.73667943684062,0.122159115829128
"CASKIN2",0.352705559064792,,1.74344751757855,0.209631176699884,0.950898411535146,3.1381832782825,3.1381832782825,1.74344751757855,0.209631176699884
"CASP1",0.0228347361803982,,0.0045662763165279,0.947159745401575,0.99604679473596,4.81372168304965,4.81372168304965,0.0045662763165279,0.947159745401575
"CASP10",0.109249482673651,,0.203028404042989,0.659760480734209,0.972027986097391,5.08533107539258,5.08533107539258,0.203028404042989,0.659760480734209
"CASP12",0.0933189993181713,,0.0379251882848065,0.848628630431556,0.989082299729721,0.599263826201533,0.599263826201533,0.0379251882848065,0.848628630431556
"CASP14",-0.310389735213661,,1.28407644142556,0.277816803084315,0.950898411535146,0.0666088133216649,0.0666088133216649,1.28407644142556,0.277816803084315
"CASP16",0.280661010114231,,2.76504508889519,0.120425339783442,0.950898411535146,1.33040291116826,1.33040291116826,2.76504508889519,0.120425339783442
"CASP2",0.142043979480293,,1.08727145560062,0.316206933811019,0.950898411535146,4.50040621679513,4.50040621679513,1.08727145560062,0.316206933811019
"CASP3",0.0599259306681855,,0.117234123526001,0.737563161690369,0.977264589146908,4.57702908593553,4.57702908593553,0.117234123526001,0.737563161690369
"CASP4",-0.0129921559459306,,0.00347615496929716,0.95388753589291,0.996448457650845,5.75522156280873,5.75522156280873,0.00347615496929716,0.95388753589291
"CASP5",-0.562428098336333,,1.2276335219896,0.288145179102414,0.950898411535146,0.153150752777131,0.153150752777131,1.2276335219896,0.288145179102414
"CASP6",-0.0299066780081639,,0.0391160884131762,0.846298700308879,0.989082299729721,2.79442379555425,2.79442379555425,0.0391160884131762,0.846298700308879
"CASP7",0.0480923365487594,,0.10066675712368,0.75610298969722,0.978452620062529,4.45678999873138,4.45678999873138,0.10066675712368,0.75610298969722
"CASP8",0.121476460601739,,0.39123709285647,0.542547556177131,0.959568313221306,5.0863876634018,5.0863876634018,0.39123709285647,0.542547556177131
"CASP8AP2",-0.140209772687861,,1.84633514698687,0.197473769455101,0.950898411535146,5.606203847526,5.606203847526,1.84633514698687,0.197473769455101
"CASP9",0.0273365201172006,,0.0605467142801822,0.809502379557489,0.984714790949959,2.85742126529813,2.85742126529813,0.0605467142801822,0.809502379557489
"CASQ1",0.171474633882278,,0.267904759801724,0.613593482571246,0.967914030173003,-0.612068967543724,-0.612068967543724,0.267904759801724,0.613593482571246
"CASQ2",-1.79168003319692,,4.3665326074523,0.0570155213929592,0.950898411535146,3.93869893191938,3.93869893191938,4.3665326074523,0.0570155213929592
"CASS4",0.348816220536256,,1.36952115039682,0.263042314258301,0.950898411535146,3.10730697332502,3.10730697332502,1.36952115039682,0.263042314258301
"CAST",-0.0333377830751729,,0.101846681355499,0.754728762211574,0.978452620062529,7.94986149329469,7.94986149329469,0.101846681355499,0.754728762211574
"CASZ1",0.169183786466951,,0.398724334223116,0.538769255253365,0.959410744773735,2.10723848556084,2.10723848556084,0.398724334223116,0.538769255253365
"CAT",-0.0429652454733244,,0.0304235528341015,0.864237787293538,0.990584327859704,6.06463731807084,6.06463731807084,0.0304235528341015,0.864237787293538
"CATIP",-0.104404987567048,,0.422486852614398,0.527102086986777,0.95892411437608,1.09367651992272,1.09367651992272,0.422486852614398,0.527102086986777
"CATSPER1",-0.103996547346704,,0.169587109816059,0.687239509791927,0.97403497857255,0.884040930333473,0.884040930333473,0.169587109816059,0.687239509791927
"CATSPER2",-0.0184620973689333,,0.0102339568116269,0.920975104581747,0.994336816291689,3.56253287472976,3.56253287472976,0.0102339568116269,0.920975104581747
"CATSPER2P1",-0.128274911630774,,0.487234823879669,0.497548549540602,0.953663539348411,1.26161870419136,1.26161870419136,0.487234823879669,0.497548549540602
"CATSPERB",-0.178459141626452,,0.459285479268602,0.509923871170209,0.955676629167617,1.61440061389976,1.61440061389976,0.459285479268602,0.509923871170209
"CATSPERG",0.0443833999892701,,0.0580415738854054,0.813402078220824,0.984983601823329,2.56521983028296,2.56521983028296,0.0580415738854054,0.813402078220824
"CAV1",-0.587063636749929,,2.78142420393104,0.11941842923557,0.950898411535146,7.7371582907514,7.7371582907514,2.78142420393104,0.11941842923557
"CAV2",-0.485309415176518,,2.28983314906653,0.154310220484599,0.950898411535146,6.68727731071898,6.68727731071898,2.28983314906653,0.154310220484599
"CBFA2T2",0.0880133466609964,,0.742028634868381,0.404725077278475,0.950898411535146,4.87922378104236,4.87922378104236,0.742028634868381,0.404725077278475
"CBFA2T3",0.63684076534312,,1.50315380653096,0.242152236311304,0.950898411535146,0.220274133685834,0.220274133685834,1.50315380653096,0.242152236311304
"CBFB",0.0155241109209019,,0.0107128661870609,0.91915410234448,0.994336816291689,5.55084945891018,5.55084945891018,0.0107128661870609,0.91915410234448
"CBL",0.089029970004608,,0.720458827221048,0.411453731053315,0.950898411535146,6.67177562896294,6.67177562896294,0.720458827221048,0.411453731053315
"CBLB",0.0253633852345504,,0.0409040870804229,0.842874940645439,0.989082299729721,6.20391153596417,6.20391153596417,0.0409040870804229,0.842874940645439
