"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032330","regulation of chondrocyte differentiation","4/82","39/18842",0.102564102564103,23.567229518449,9.32694595677455,2.44025783921413e-05,0.0353680012203613,0.0324539009466113,"NR5A2/SOX5/BMPR1B/ZBTB16",4
"GO:0032332","positive regulation of chondrocyte differentiation","3/82","17/18842",0.176470588235294,40.5494978479197,10.7855035454782,5.16956975413292e-05,0.0353680012203613,0.0324539009466113,"SOX5/BMPR1B/ZBTB16",3
"GO:0061035","regulation of cartilage development","4/82","51/18842",0.0784313725490196,18.0219990435198,8.04754080601227,7.12585652525749e-05,0.0353680012203613,0.0324539009466113,"NR5A2/SOX5/BMPR1B/ZBTB16",4
